,0
1008,"комплексов «Стрела-2»,  «Стрела-2М»,  «Игла-1»."
1009,"Это, в первую очередь, ПЗРК «Игла», ракета для противотанкового комплекса (ПТРК"
1010,средств ПВО и переносного ЗРК «Игла».
1011,"он Ивана, приколотого к стене иглой»  (ч. 2, гл. 11)."
1012,Уколы иглой казались мне возбуждающим легким щекотанием
1013,"абсолютно незаметна, а при помощи иглы, не нанеся особого вреда пыльнику"
1014,если кто проводил по его иглам ладонью.
1015,Строители тащат к муравейнику хвойные иглы и маленькие веточки.
1016,"для них предметы: пилы, гвозди, иглы, посуду, ткани, рыболовные снасти, словом"
1017,"одна женщина, можно легко записать игл…"
1018,"рана нанесена колющим предметом (проволокой, иглой), то кровь из ранки нужно"
1019,можно с помощью шприца без иглы или небольшой спринцовки);
1020,"Настои из хвойных игл, листьев березы, липы, люцерны, клевера"
1021,поставлены переносные зенитные ракетные комплексы «Игла».
1022,"которой лежат прошлогодние сучки и иглы елей, сгнившего ствола дерева с"
1023,"управившись, серо-зеленый выпустил струйку из иглы."
1024,"у вас не получится?» — кривая игла восходила над теменем, примеривалась к"
1025,"кровью нахмурилось, 
 Задрожали сосенушки светлыя, 
 Иглы стрелами вдаль разлеталися."
1026,Выдернул из вены иглу от капельницы…
1027,Я ей суровой ниткой цыганской иглой причинное месть зашью.
1028,М-19 выращивали в среде Игла с 10 % сыворотки эмбрионов
1029,Клетки культивировали на двойной среде Игла («ПанЭко») с добавлением 8 %
1030,"среде 199 или двойной среде Игла, содержащей 4 % сыворотки эмбриона"
1031,планшетах «Linbro»  (Великобритания) в среде Игла-МЕМ с добавлением 10 %
1032,раствор препарата ГК в среде Игла-МЕМ с концентрацией 50 мг/мл
1033,"использование общих шприцев со сменой иглы, при котором, в организм реципиента"
1034,"материала (использование общих шприцев или игл, промывание шприцев в общей емкости"
1035,отмывали и заливали средой поддержки Игла с 1 % эмбриональной сыворотки
1036,"культуре клеток Vero в среде Игла, содержащей 2 % сыворотки эмбрионов"
1037,2] выращивали в минимальной среде Игла с 10 % смеси сыворотки
1038,Клетки культивировали в смеси сред Игла-МЕМ и 199 в соотношении
1039,в СО2 — термостате в среде Игла — МЕМ с добавлением 10 %
1040,"А (H3N2), разведенных на среде Игла — МЕМ без КРС с добавлением"
1041,"Клетки культивировали в среде Игла-МЕМ, содержащей 10 % сыворотки"
1042,"2» и «Стрела-3», ОКР «Игла-1»  (Ю.В. Моисеев) по"
1043,НРЗ 1Л14 для носимого ЗРК «Игла-1».
1044,лампочек до рыболовных крючков и иглы для накачки волейбольного мяча.
1045,"качестве ростовой среды применяли среду Игла, содержащую 300 мкг/мл глутамина, 10"
1046,качестве среды поддержки использовали среды Игла и 199 в соотношении 1:1
1047,МАШИНЫ И АКСЕССУАРЫ в магазине «Игла» на пр. Гагарина.
1048,"ПЗРК «Стрела-2»,  «Стрела-3»,  «Игла» и их модификации, в которых"
1049,"Один из них — ПЗРК «Игла-С», уже прошел испытания и"
1050,настоящее время организация серийного выпуска «Иглы-С» является основной задачей предприятия
1051,"российские системы ПВО — от переносных «Игл», новейшие образцы которых продемонстрировало КБ"
1052,"кудрявые», изогнутые в разные стороны иглы, собранные по пять в пучок"
1053,татуировки одной и той же иглой…
1054,"Подождешь, пока хорошенько нагноится, проткнешь иглой, выдавишь гной — и порядок."
1055,"углу ресторана, изредка освещаемые разноцветными иглами лазерного света."
1056,в дымке жаркого дня Адмиралтейской игле.
1057,"так как, подхватывая на ловкую иглу бисерные крупинки, она вышивала тогда"
1058,"Игла его звали, Игла…"
1059,"Игла его звали, Игла…"
1060,на которые заключенный по кличке Игла оказался таким мастером.
1061,"бетонный пол после того, как Игла перерезал леску, притягивающую мизинцы распятого"
1062,"он помнил явственно, — это лицо Иглы, полное, розовощекое, какое-то даже ухоженное."
1063,"А Игла, судя по его поведению в"
1064,"только не туда, не к Игле…"
1065,По кличке Игла.
1066,"Игла постарался сделать так, как нам"
1067,ночью в тюремной камере убит Игла.
1068,"правило, это родители севших на иглу подростков."
1069,Эскимосскую иглу? — спросил Решетов.
1070,"неолита: каменные сосуды, рыболовные крючки, иглы, топоры."
1071,"блестели на травах и сосновых иглах, сверкающим бисером играли на камнях"
1072,"шубка была вся в еловых иглах, которые не давали малышу покоя."
1073,"восемьдесят килограммов его мяса под иглами, ножами и электрошоками, не он"
1074,установок на базе ПЗРК типа «Игла».
1075,"спаренную установку на базе ПЗРК «Игла», созданную в коломенском КБМ."
1076,"от того, какая нить в игле, такой и моток заткнут у"
1077,На игле сидела подавляющая часть сограждан — недаром
1078,Изо рта у него топорщатся иглы чучельного морского ежа.
1079,Звонница иглою в земле.
1080,"В этом мешке две серебряные иглы и платок для рук, и"
1081,"за пять («мне молоток, тебе игла»), но сперва это затянулось оттого"
1082,"Гераклейский, которого нужно было колоть иглой сквозь дикое мясо, чтобы он"
1083,"на антресолях
Патефон с затупленной иглою
И пластинок довоенных пачку?"
1084,Истыкав толстенными иглами вены на обеих моих руках
1085,"Меня кололи иглами, возили на физиотерапию, пару раз"
1086,"Скрип иглы, шипение пластинки."
1087,У Судового Мастера есть Железная Игла.
1088,"обшиты бронзой, морда вся в иглах, не подступишься, а клыки…"
1089,"Баклавский только пучил глаза, когда игла входила в край раны, когда"
1090,И снова игла огненным шипом погружалась в кожу
1091,"концы ниток в тонкую кривую иглу, и тут же пропускала ее"
1092,"Тысячи игл вонзились в сердце, в легкие"
1093,Но иногда иглы и жгутики втягиваются.
1094,"темными деревьями, за белой стеной, — игла колокольни пробивалась к небу из-под"
1095,ЛЮБВИ ТЕЧЕТ В НАС ПО ИГЛЕ КРАСОТЫ.
1096,которые всю жизнь «торчали на игле» и ничуть не теряли при
1097,Игла обиды прошла близко-близко у
1098,"стендовым экспонатам ПВО относились ПЗРК «Игла» и 12,7-мм пулемет «Корд», которые"
1099,"вооруженной счетверенной пусковой установкой ЗРК «Игла», в качестве прицельной системы предполагается"
1100,"оливы»,  «лазурное море» и «белые иглы», в общем — «Эта пальма, наверное"
1101,Ты только нам иглу не подсовывай.
1102,"лучах сверкнул, как длинная, тончайшая игла, хоботок, который оно всадило в"
1103,"По-видимому, она крепко сидела на игле — алжирец в своем арабском квартале"
1104,Иглы презрения не пробили толстую шкуру
1105,никак не мог попасть себе иглой в вену — ни на руке
1106,"проигрывателю, поставил В. Беккера, прицелился иглой и дал ход:  «Вот так!»"
1107,"Вспоминаются докторша Наталка, собака Зорька, игла, уколовшая палец…"
1108,"Ну, приступим! — проговорил он, приставляя иглу к вене."
1109,Маленькие осколки игл морского ежа очень часто остаются
1110,"на крыше торчала, как адмиралтейская игла."
1111,доводя его грифель до идеала иглы.
1112,"лиру, а голос, словно корундовая игла, не притупился и в точности"
1113,Сухие иглы на дороге будто подмели огромной
1114,"острые следы от каблуков, подобных иглам."
1115,"поля, и капли дождя, как иглы, ее разбудили."
1116,"невесты, и кожа ее под иглами прогнулась и покраснела — карлица повернулась"
1117,Сосновые иглы и сзади кольнули ее в
1118,"обогнал поэта и стал кусать иглы молодой травы, как иглы — зубами."
1119,"кусать иглы молодой травы, как иглы — зубами."
1120,Мы-мы-мы ту-ту-тут про-проглотили иглу.
1121,Так вы на игле! — поняла опытная подошва.
1122,"и увидеть, как «светла адмиралтейская игла», и как плывет «кораблик негасимый"
1123,"Профессор сам, кажется, на игле."
1124,не позволял ему соскочить с иглы?..
1125,"схоронил дочку-школьницу, подсевшую на иглу, а у Ивана Щукина жена"
1126,"мимо травки, не услышать про иглу…"
1127,"голубых теней тонко сияла останкинская игла, отточенная, как завершение шприца."
1128,"колдовским яйцом, в котором спрятана игла с Кощеевой смертью."
1129,"расколю яйцо, выну из желтка иглу со светящимся жалом и передам"
1130,"портняжных лекал и подушечек, утыканных иглами и булавками."
1131,"ноги, выхватывали пинцетами ломкие костяные иглы, смачивали рану спиртом и йодом"
1132,"таблетки и микстуры, чувствуя, как игла с легким толчком погружается в"
1133,с попадавшимися в ягодах сосновыми иглами и листочками.
1134,"спирта, потом в руку вошла игла."
1135,"неприметном чемоданчике — духовое ружье, заряженное иглами, или пятиствольный пулемет, — я не"
1136,шаря по тумбочке свободной от иглы рукой.
1137,"слог, в котором вырезан, как иглой на пластинке, незабываемый голос…»"
1138,"ЗРК «Тор», ЗПРК «Тунгуска», ПЗРК «Игла»."
1139,"действий, предположительно были сбиты ПЗРК «Игла», состоящими на вооружении иракской армии."
1140,примеры: американский Stinger и российская «Игла»).
1141,"список наиболее совершенных ПЗРК включает «Иглу-1», французский Mistral и пакистанский"
1142,морской еж с тонкими длинными иглами и осторожный осьминог; хрупкая офиура
1143,"Морские иглы, морские ангелы, хищные групперы, королевские"
1144,"Это удивительно, но под иглой вена вздулась, точно перетянутая жгутом."
1145,"Скоропалительно пронзает диалог тонкой иглой замечаний, не прерывая хода дела"
1146,"контролера, брел по дорожке, усыпанной иглами, пересеченной корнями деревьев, как следопыт"
1147,"армии заменен более современным ПЗРК «Игла», способность «Стрелы-3» сбивать самолеты"
1148,"30 ПЗРК различных типов:  «Стрелы»,  «Иглы», есть «Стингеры», в том числе"
1149,Игла вошла спокойно.
1150,"Он садится, весь облепленный сосновой иглой, пополам с землей."
1151,с разных сторон короткие толстые иглы.
1152,"мелодичным шорохом срывались вниз, невесомо-звонкими иглами рассыпались на полу, и слезы"
1153,Талибан:  «зеленое знамя» на героиновой игле
1154,"инфицированным клеткам добавляли поддерживающую среду Игла-МЕМ, содержащую 3 % сыворотки"
1155,КЖ заменяли на смесь среды Игла-МЕМ двойная с глутамином и
1156,"0,27 % желатина и среду Игла без сыворотки."
1157,фирмы «Brackway»  (Великобритания) на среде Игла-МЕМ с 10 % инактивированной
1158,путем промывания полости легких средой Игла с гепарином и в специально
1159,"полым носом-хоботком, похожим на иглу от шприца, — прямо до кровеносного"
1160,"Vero, которую выращивали с использованием Игла-МЕМ с добавлением 10 %"
1161,нужной концентрации разводили поддерживающей средой Игла-МЕМ.
1162,13 культивировали на двойной среде Игла-МЕМ (Институт полиомиелита и вирусных
1163,"поддержки, состоявшей из двойной среды Игла-МЕМ с добавлением 2 %"
1164,19.45 «Игла».
1165,11.30 «Игла».
1166,Камеры заполняли минимальной средой Игла с 30 % инактивированной прогреванием
1167,2M»  (SA-7) и новых — «Игла»  (SA-16/-18).
1168,"75 новых переносных ЗРК 9K310 «Игла-1»  (SA-16), имеющих ИК"
1169,"современные системы с ИК-наведением — переносная «Игла» и мобильная «Стрела-10», имеют"
1170,Как вошла игла (а укол какой-то очень сложный
1171,"тронувшуюся, сентиментально увлажнившуюся гладь послушную иглу."
1172,"но вдруг пускавшие под зацепившейся иглою звуковую стрелку, словно на поехавшем"
1173,"бывают дефекты в стекле — влажные иглы, словно ищущие вены у проколотого"
1174,"солнце, пускавшем вкруг себя ледяные иглы, было что-то кристаллическое."
1175,"и наркоманы, сидящие на чеченской игле."
1176,сумочке большой шприц с толстой иглой.
1177,"шприц и снимать футляр с иглы, у тебя уже вырвут сумку."
1178,он разработал метод проведения тонких игл в основание мозга и производил
1179,"контейнеры тысячи шприцов с отличнейшими иглами, первоклассные пластмассовые катетеры, даже сложные"
1180,"во время уколов, что часто игла выходила из сосуда и из"
1181,"и поранил мне кисть концом иглы, которая уже побывала в его"
1182,сама себе вкалывала наркотики грязными иглами.
1183,Она неловко тыкала иглой в мои большие мужские вены
1184,"кто вкалывает лекарства или наркотики иглами, заражёнными кровью больных."
1185,"широкого понимания, показывались средства профилактики: иглы индивидуального пользования и необходимость презервативов"
1186,функции (служить каналом для ввода иглы).
1187,"диаметра, чтобы в него проникала игла шприца при заборе лекарства."
1188,места запайки и места ввода иглы не будут совпадать.
1189,"Братцы-ежики свернулись в клубочки, иглы выставили."
1190,На игле девушка…
1191,"Иглы кривые ребер,"
1192,"его оснащения (кстати, его ядовитая игла — рекордно малое орудие самоубийства), не"
1193,"эту красную кнопочку, как две иглы, скрепленные с корпусом очень тонкой"
1194,"вот беда: каждая из этих игл находится под напряжением — полярном, разумеется"
1195,"руку из-под Шутова и, вонзив иглы электродов Славе где-то в области"
1196,"цепочкой, затем поднял шприц кверху иглой, поскольку видел такой жест у"
1197,по ней и осторожно ввел иглу.
1198,"с кровати, вырвав из вен иглы."
1199,"земледельцев колосьями, у рыбаков — сетевязальными иглами и палочками."
1200,мою фотографию и проколола ее иглой восемь раз.
1201,Будто иглой!) — С Марковым никаких больше ссор!
1202,пальто и пиджак длинной тонкой иглой.
1203,в телефонную трубку или крохотную иглу с паралитиком — в наконечник зонтика.
1204,"Боль острой иглой пронзила его тело, оранжевый двор"
1205,"в вену была воткнута толстая игла, от которой к капельнице тянулся"
1206,Игла покоилась на его руке на
1207,Кривая игла месяца висела над кровлей маленькой
1208,Хурхог сидел у очага и иглой из рыбьего ребра латал сеть
1209,"за неё, и тотчас раскалённая игла пронзила ладонь."
1210,"мечами, и их янтарный блеск иглами колол вздрагивающие яблоки распухших, закрытых"
1211,"струей пара, в другой — тонкую иглу, которой осторожно отгибал клапаны."
1212,"хохотала, а худая, как штопальная игла, Мельпомена — вздыхала да охала."
1213,"инсуррекция, сатанински утонченный инструмент: шипы, иглы, розы… секущая времени…"
1214,"Врач закончил накладывать швы, бросил иглу в ванночку к остальным инструментам"
1215,"куполами, ажурными арками мостов и иглой телецентра над милым каждому эстонцу"
1216,"замаячили красные предупредительные огни на игле таллинского телецентра, Вайно поднялся со"
1217,"щепки для самовара, и погнутые иглы шприцов, искривленные позвоночники, и все"
1218,"третью долевую нить, приподнимают ее иглой, подрезают ножницами и выдергивают."
1219,По канве вышивают иглой с тупым концом.
1220,У каждой иглы есть свой «личный» номер: от
1221,"Чем толще игла, тем больше ее номер."
1222,Толстые иглы N 6-12 с большим
1223,"Ржавчину с иглы можно устранить, воткнув ее несколько"
1224,плотной ткани легче вышивать «намыленной» иглой.
1225,"Если в работе несколько игл, будьте очень осторожны: потерянная игла"
1226,"игл, будьте очень осторожны: потерянная игла может принести немало бед."
1227,до и после работы пересчитывать иглы.
1228,"девушка перешла с «носа» на «иглу» и, как это часто случается"
1229,сердце как будто застряла ледяная игла.
1230,весь наш народ на спиртовую иглу!
1231,"Зачем сидеть с иглой, если можно по умеренной цене"
1232,из сухих цветов и дикобразьих игл.
1233,"С пучком дикобразьих игл в кулаке, любовно курлыча, он"
1234,Игла в чьих-то неверных руках поддевала
1235,"мужчину — подсаживаешься, как наркоман на иглу."
1236,"чтобы набухла вена, новоросс ввел иглу."
1237,"На игле держат, сволочи!"
1238,оснащена автоматизированным электроприводом с остановом иглы в двух положениях и механизмом
1239,оснащена автоматизированным приводом с остановом иглы в двух положениях и устройством
1240,"как автоматизированным электроприводом с остановом иглы в двух положениях, так и"
1241,"челночного стежка с расстоянием между иглами 5,0 и 6,4 мм соответственно;"
1242,машина челночного стежка с отклоняющейся иглой;
1243,Свердловской обл.) специализируется на производстве игл к промышленным и бытовым швейным
1244,"заводом существенно улучшена технология производства игл, в связи с чем заказы"
1245,"Сотни игл вонзались в меня, а я"
1246,"оставался долго; он, как тонкая игла, вонзился в чащу ветвей; но"
1247,"Тонкая игла луча — ювелирная деталь, подводящая итог"
1248,"Мало того:  «игла у ней ходит мерно, как"
1249,"в чашу ветвей,  «как тонкая игла»."
1250,"Итак — луч, как игла; а игла, как часовая стрелка."
1251,"Итак — луч, как игла; а игла, как часовая стрелка."
1252,Он сидит на игле?
1253,решетки писаны или вышиты тончайшей иглой.
1254,грудную клетку тонкой стальной холодной иглой.
1255,"а… — Она осеклась под острыми иглами, которые, кажется, вылетели из его"
1256,ткань пиджака в руку вонзается игла.
1257,"Кроме того, в конкурсе участвовали «Игла» Рашида Нугманова, режиссера из Казахстана"
1258,"вроде татуировки, коряво наколотой ржавой иглой."
1259,"Словно тысяча игл впились ей в плоть, будто"
1260,"Лучи, они как раскаленные иглы, как ручейки вулканической лавы среди"
1261,"штанам и рубахе сухие сосновые иглы, коловшие тело, открыл портфель."
1262,Специалист по игле.
1263,"Нет у меня специалиста по игле, — простонал Казакевич."
1264,этой системы (ее назвали потом «Игла») был выдающийся инженер Евгений Васильевич
1265,Игла съехала с пластинки и остановилась
1266,На игле
1267,"Споро орудуя костяной иглой, девушка сшила из козьего меха"
1268,и он обжигал их горящими иглами.
1269,"% осветленного гомогената на среде Игла-МЕМ, который использовали для заражения"
1270,Клетки культивировали на среде Игла-МЕМ производства ГНЦ вирусологии и
1271,"пенициллиновые флаконы, культивировали в среде Игла-МЕМ с добавлением 10 %"
1272,и инкубировали в питательной среде Игла-МЕМ без добавления сыворотки при
1273,Игла»  (без боезапаса) 7 ед.
1274,мяса можно определить прокалыванием поварской иглой: в хорошо сваренное мясо игла
1275,иглой: в хорошо сваренное мясо игла входит свободно.
1276,кур определяют при помощи специальной иглы (если игла свободно входит в
1277,при помощи специальной иглы (если игла свободно входит в мясо крылышка
1278,на прошедшей всю войну тупой игле прекрасную пластинку «Так будьте здоровы
1279,"его многослойного сюжета, в конце иглы, содержащем Кощееву смерть — фигуры Дон"
1280,"Потому, что у Кощея игла… сами знаете где."
1281,"не сидели с тобой на игле, давно уже машину купили бы…"
1282,столе презерватив и проколола его иглой.
1283,"иглу, нажал какую-то кнопку, из иглы вылезла другая, тончайшая, со светящимся"
1284,"Перчатки, йод, длинная игла…"
1285,"Немножко новокаина, иглу глубже, дотянул поршень обратно — нет"
1286,"Вынул иглу, подхватил уже совсем расслабленного."
1287,"Только ввел иглу — повалилась, вот как у тебя"
1288,"До той поры вводили иглу, трудно удержать ее в вене"
1289,"из переносного зенитного ракетного комплекса «Игла»  (кстати, купленного за 1400 долларов"
1290,"Град», 40 зенитных ракетных комплексов «Игла» и 200 ракет к ним"
1291,ПЗРК «Игла» 40.000 40 1.600.000
1292,"ракетой российского переносного зенитного комплекса «Игла» сбил американский самолет, а натовские"
1293,"Д-30, ЗРК «Тунгуска» и «Игла», ПТРК «Фагот» и др., а"
1294,"уникальному помехозащищенному зенитно-ракетному комплексу (ЗРК)  «Игла» после того, как через иностранные"
1295,Однако наша «Игла» в отличие от «Стингера» снимает
1296,оптическая головка самонаведения (ОГС) на «Игле» имеет два канала восприятия и
1297,Это повышает пороговую чувствительность «Иглы» почти до теоретического предела и
1298,Кощеи Бессмертные умирают от перелома иглы.
1299,Вручили ампулы и иглы.
1300,"присоски и как взвизгивают пронзительные иглы энцефалографа, царапая на разлинованной бумаге"
1301,"вдохе обжигал бронхи, а шерстяные иглы одеяла — кожу."
1302,"белой совы, перелетающей пустошь; шорох игл качнувшейся еловой ветви, где только"
1303,"этом гривастом дереве с жирными иглами, настырно рвущимися вверх, свою мамку"
1304,"Ради Бога! — и воткнула иглу с таким старанием, будто колола"
1305,"сидит у порога, кривой сапожной иглой к подметке вторую пришивает… посмеивается"
1306,"расположения плодоножки сделать прокол деревянной иглой, чтобы плод при нагревании не"
1307,"ягоду наколоть в нескольких местах иглой, залить 70-процентным сахарным сиропом, поставить"
1308,"обработке, рекомендуется прокалывать ее стальной иглой."
1309,"Плас де ля Конкорд, где «игла» с египетскими письмами на месте"
1310,"сердцу и теперь щетинился невидимыми иглами, как готовый к драке еж."
1311,потянул за него и вытащил иглу.
1312,"Садится на иглу только тот, кому положено на"
1313,"Пистолет затрещал, и с полдюжины игл украсило темную форму начальника поста"
1314,Часовых мгновенно сшибли иглами.
1315,"метрах он тебя уложит, если игла попадет в незащищенное место — затылок"
1316,их поганую эстрадную тусовку на иглу пересажал.
1317,"Потому что Гусев выдернул иглу, воткнул ее себе в лацкан"
1318,А дырочку от иглы в животе Гусев расковырял пулевым
1319,"дрожащей и толстой, как хобот, иглой…"
1320,"любопытства переспросила медсестра, ловко вынула иглу из его вены, махнула по"
1321,"Лучше включить проигрыватель «Аккорд», опустить иглу на долгоиграющую липкую пластинку, при"
1322,"светящиеся подберезовики и подосиновики с иглами, листьями и мурашами на шляпках."
1323,"о нем рыдали под патефонными иглами заигранные пластинки, смешивая вместе с"
1324,когда вьетнамские матери выковыривали костяными иглами из тел своих детей осколки
1325,"Я боюсь шприцев, прививочных игл и бормашин."
1326,"достала из старинной шкатулки нитки, иглу, наперсток и начала штопать мундир"
1327,"вправду волшебный цветок: стрельчатые кристаллы, иглы, веточки."
1328,Шпор твоих иглою
1329,"Но есть прекрасная игла, сшивающая небо и землю, — молния."
1330,"Он укололся иглой, подшивая бумаги, и скончался от"
1331,"смотрели, перебирали, я зашивал холстину иглой, которую мне давала с собой"
1332,"изощренным китайским способом — на раскаленной игле, благодаря чему глазная жидкость закипала"
1333,"И вот какая тонкость какой иглой блестит: 
 сперва убили совесть — теперь"
1334,"его перевернули на живот, а игла клюнула сначала под лопатки, а"
1335,"в бреду, будто в предощущении иглы, больно берущей спинномозговую жидкость, извивала"
1336,"нитками, на машинке; вышивать узор — иглой, нитками, по канве, по предварительному"
1337,"этот край постреливал снопиками радужных игл, стоило лишь качнуть головой по"
1338,со свисающими лохмотьями спутанных длинных игл похожи были уже не на
1339,"уникально жестяные, оказывались заштопанными парусной иглой."
1340,"Я почувствовал, как игла проникла в мою вену и"
1341,трубке тишины вдруг выскочили острые иглы.
1342,радиосистемы измерения параметров относительного движения «Игла».
1343,"чем через год мы надежную «Иглу» от Мнацаканяна не получим, — так"
1344,"историю космонавтики радиотехническая измерительная система «Игла», которая на протяжении 12 лет"
1345,В истории космонавтики «Игла» неразрывно связана с именем Мнацаканяна.
1346,успехи в сближении с помощью «Иглы» значительно подняли престиж института и
1347,"Для активного корабля была разработана «Игла-1», для пассивного — «Игла-2»."
1348,"разработана «Игла-1», для пассивного — «Игла-2»."
1349,Активная «Игла» потребовала установки на «Союз» трех
1350,"режим автосопровождения, пользуясь ответчиком пассивной «Иглы» и следила за ним при"
1351,корабля на орбиту только ради «Иглы».
1352,"Иглы входят вертикально, внутри ломаются, и"
1353,"предполагаю, что заразился либо от иглы, либо от одного человека, у"
1354,"медленный переход к легкому кончику иглы шпиля, который как бы совсем"
1355,"Врачи непрестанно продолжали требовать нитки, иглы и так далее."
1356,"руках, самим движением руки с иглой, быстро наносящей на дырку основу"
1357,"и серые волки, выходившие из-под иглы, были настоящие, поскольку их изображения"
1358,"пяльцами, высоко подымая руку с иглой, отчего на ее спине залегала"
1359,"Эти плавные подъемы иглы, тянущей необыкновенно длинную, осторожно выбираемую"
1360,"встающий тучей кипяток, когда втыкала иглу в пустую складку кожи, глядя"
1361,"малиновых, еще припухлых после косметической иглы ушах."
1362,"а продавливая кожу неуверенной, виляющей иглой."
1363,"цеплялась, ее хитиновые когти, будто иглы радиолы, извлекали скрипучую музыку, должно"
1364,"на тупой, захватившей неловкую складку игле."
1365,"зеленые кустарники, и сухая, покрытая иглами земля постепенно приобретают под этими"
1366,"тебе укол вмажет той же иглой, что и им."
1367,"не через укус, не через иглу, если ее прокипятить, ничего не"
1368,Инна месяц сидела «на игле» — шила потрясающую покрышку из лохмотьев
1369,Петя ввел иглу.
1370,"вообще курил мало, он на игле сидел."
1371,"Ужас иглою пронзил Монахова, словно рука его"
1372,"сверкающий кончик вертикально поднятой шприцевой иглы, раскаленной точечкой обозначившей средоточие (средостение"
1373,"ярко-желтая нить, словно тонкая огненная игла, пронзала тело духа."
1374,По острым иглам яркого огня…
1375,"чинил им палатки, орудуя кривой иглой, и разговаривал о вере."
1376,"На плавных вогнутых сугробах
Мерцают иглы и сучки, 
 А между елей"
1377,"куст грудью — ощетинился куст терновыми иглами, не подпускает."
1378,"душе своей, как Кощей — смертную иглу в ларце."
1379,"снялся с Цоем в фильме «Игла», снялся у Лунгина в «Такси-блюз"
1380,"Финики, книги, игры, нуга, 
 Иглы, ковриги, скачки, бега."
1381,"строка имеет форму следа от иглы, соскользнувшей с граммофонной пластинки."
1382,Точка иглы приняла иной смысл.
1383,"него лежит инструментарий графика — граверные иглы, медные доски, грифели, скальпель, лупа."
1384,роскошна и гобеленно остра вышивающая игла!
1385,"рукописи, как сдвоенные длинные сосновые иглы."
1386,"блистательного рисовальщика, виртуоза граверной алмазной иглы и китайской кисточки, покрывшего километры"
1387,"был блестящий кружочек светильни, а иглы
 (Всякою медью владеет Арес!) им"
1388,"было говорить, его кололи длинной иглой."
1389,"метать вареные горошины на острие иглы, то он получил от Александра"
1390,"врачей бросился к нему, вытащил иглы из вен — при ходьбе они"
1391,открыла свой ящик с какими-то иглами и пробирками.
1392,"человек, осторожно возвращая курок «Дезерт Игла» на место и убирая пистолет"
1393,"не пьет, не курит, на игле не сидит."
1394,"художественные: скорость, быстрота кисти и иглы, скорость, быстрота мазка и штриха"
1395,"Кисть, игла лихорадочны, мечутся."
