,0
2261,"серебряный шнур, и расколется золотая чаша, и разобьется кувшин у ключа"
2262,"Мы бы выпили чашу
Вина чужедальнего Юга
И забили"
2263,вынужден до конца испить горькую чашу «скуки отдаленности»  (выражение Ермолова).
2264,"и стояка, негерметичного соединения водоприемной чаши и поддона воронки внутреннего водостока;"
2265,что получишь — а тут полная чаша.
2266,скверике под сенью алюминиевой огромной чаши приемной станции программ ЦТ «Орбита
2267,перераспределения ценностей в результате переполнения чаши народного терпения.
2268,Чаша народного терпения считается переполненной в
2269,Во всех остальных случаях чаша народного терпения переполненной не считается.
2270,Искусственное переполнение чаши народного терпения является недопустимым и
2271,"А готовы ли вы пить чашу, которую Я буду пить, креститься"
2272,"Преступления переполнили чашу, человеческий разум не в силах"
2273,"благодатью, то есть Сам, как чаша, через край переливающаяся, переливается Своей"
2274,Готовы ли вы пить Мою чашу до дна?
2275,Да мимо идет чаша сия!..
2276,Если не может миновать эта чаша — пусть придет…
2277,"если только можно, пронеси эту чашу мимо меня!.."
2278,Чаша терпения переполнилась: Гамлета и Катерину
2279,"Чаша весов Аводы взлетела вверх, Рабин"
2280,На одну чашу весов можно положить небывалый престиж
2281,"появилась надежда на то, что чаша весов, на которой доселе лежало"
2282,"год, — когда минует нас горькая чаша сия…"
2283,"несчастность стала последней каплей, переполнившей чашу тезкинского смирения."
2284,"Все чаши зла переполнены, всюду торжествуют ложь"
2285,уже налитую до краев кровавую чашу Сибежского плацдарма.
2286,"заклинал судьбу, чтоб его миновала чаша сия."
2287,"ли вам, что коль скоро чаша сия не миновала нас, мы"
2288,"пожелавший себе, чтоб миновала его чаша сия."
2289,Чаше попадается желтая яркая цетрария (?).
2290,"одной руке несчастный муж удерживал чашу с напитком, на поверхности которого"
2291,Руал и ловко бросил в чашу с напитком гвоздь из подковы
2292,В чаше остался только гвоздь.
2293,"звонил, потряхивая рукой, и массивная чаша колокола билась о его кулак"
2294,рука эта окровавлена от ударов чаши колокола о старческий кулак.
2295,"Взял чашу — она разбилась потом, а ведь"
2296,"а ведь была серебряная! — взял чашу, наполнил водой из пяти источников"
2297,Чаша упала и разбилась.
2298,Серебряная чаша!
2299,Дом — полная чаша.
2300,"священник, служивший там литургию, взял чашу со святыми дарами, чтобы унести"
2301,"надевали, копьями ребра прибивали, золотые чаши подставляли, восточной крови до земли"
2302,"олив зеленела опушка МОЛЕНИЯ О ЧАШЕ, а от наших ног спадала"
2303,"ребенка, у меня — по сладостной чаше ее колена."
2304,как бравый солдат Швейк «У чаши».
2305,"и ЦДЛ напоминал налитую доверху чашу, которую несет без малого шелоха"
2306,"раз, приближаясь в очереди к чаше, я знал, что мое причастие"
2307,"вдохновенно косоротясь, пел про заздравную чашу."
2308,Конечно:  «В чашу» …
2309,Виктор акашин в чашу
2310,А почему «В чашу»?
2311,В чашу».
2312,"В чашу» … — Иван Иванович наморщился, соображая, из-за"
2313,"В чашу», говоришь?"
2314,В чашу» …
2315,В чашу».
2316,В чашу» …
2317,"этом доме он получал полной чашей, а свободы ему не хватало."
2318,"6: 12), потребляет оставшиеся в чаше Святые Дары."
2319,"всех от единого хлеба и чаши причащающихся, соедини друг со другом"
2320,"все эти частицы всыпаются в чашу с кровью Христовой, причем священник"
2321,"Таким образом, чаша со Святой Кровью и помещенными"
2322,"житейское, а то, что предшествует чаше с цикутой, если она — добровольно."
2323,"я не пил слез из чаши бытия», — подсказал я."
2324,Еще долго осушать эту чашу.
2325,"за
каплей
Время минутами
В чашу каменную…"
2326,"взять
И обратно выплеснуть
Полную чашу
Времени канувшего…"
2327,"я там, на дне этой чаши."
2328,"Только время
капает, 
 капает
В чашу каменную
На этой улице — 
 время"
2329,"Капли падают
В чашу каменную."
2330," Чаша эта
бездонна, как небо — 
 Не"
2331,"Надо бы выплеснуть, 
 Выплеснуть чашу, 
 Полную пауз, 
 Чтобы внезапно не"
2332,и ей придётся испить всю чашу до дна.
2333,Христом во время моления о Чаше.
2334,"Как говорится, чаша была переполнена."
2335,дом у нее был полная чаша.
2336,"может быть, я испил бы чашу блаженства… но нет! все это"
2337,"Если только можно, Авва Отче, 
 Чашу эту мимо пронеси…"
2338,"То есть мимо пронеси чашу горькую, со страданиями и невзгодами."
2339,И пусть будет чаша сладкая.
2340,"некогда части черепа использовались вместо чаш, подобно тому как один современный"
2341,"наблюдения что из голов изготовляются чаши, мы никак не выберемся из"
2342,"в котором варят, но и чаша, из которой пьют, и прежде"
2343,"Так в голове горшке, голове чаше просвечивает новый смысл: голова священный"
2344,"не только горшок, но и чаша."
2345,Доминиканец поднес к моим губам чашу с вином.
2346,Чаша эта не миновала и меня.
2347,"решил, значит, надо испить эту чашу до дна…"
2348,"друзьям тебя ревновать, 
 Может, стоило чаше мне тебя целовать, 
 Где-то ободрить"
2349,"На чаше весов, очевидно, работа Лакшина была"
2350,"продекламировала Женя, чтобы иронией уравнять чаши весов."
2351,Еще была видна глядящая ввысь чаша антенны на вершине холма и
2352,Гутруна с чашей волшебного напитка (переглядывается с Хагеном):
2353,"благоговейно, будто наполненную эликсиром бессмертия чашу, и она облегченно вздохнула, когда"
2354,фигурка неизвестного нам поэта на чаше в окружении ажурных металлических цветов.
2355,"Вот фонтан из чаш, а рядом надпись:  «Нюрнбегская вода"
2356,1969: 245); у иезуитов «все чаши заполнены их евхаристической гнилью»  (Пере
2357,и радостью уходили от Святой Чаши.
2358,Переполнилась чаша — полезли на него с кулачьем.
2359,"расчет с благородством, и горькая чаша действительно его миновала."
2360,"чем хлебать горе из золотой чаши, лучше уж маленькие радости — из"
2361,"была, видимо, последняя капля в чашу моего кошмара."
2362,"вернее, не сделала, и его чаша переполнилась."
2363,"пустота в душе и что чаша жизни, где уже было немало"
2364,"что этому пора сбыться, что чаша вас не минует."
2365,"навсегда, нас минует эта сладкая чаша купли-продажи всего на свете"
2366,"их дом поскорей стал полной чашей, и заодно спешила обрадовать: отец"
2367,"даст бог, все рассосется, и чаша сия меня минует."
2368,Опять думаю:  «Минуй меня чаша сия».
2369,"И всяк, поднимавший заздравную чашу, желал:"
2370,"русский Бог литой золотой в чаше сидит, и в ту де"
2371,"сидит, и в ту де чашу наливши воды, пьют и зовут"
2372,"Напомним, что ваза, чаша — это символ, семантически родственный ладье"
2373,врагов бросали в гавал — вызолоченную чашу из верхней части человеческого черепа.
2374,делать трубы для богослужения и чаши для жертвенников.
2375,"вечеря, когда Христос поднял священную чашу искупительных страданий, продолжается в Евхаристии."
2376,Вы должны прийти к евхаристической чаше.
2377,"Пока это все (храм, чаша, молитва)."
2378,"Это крещение, это Чаша и Прощение грехов."
2379,"я, исповедовавшись, не подошла к Чаше, и до следующего причастия)."
2380,"храме, то, что священник с Чашей являл Тебя."
2381,А на Чашу было нестерпимо смотреть.
2382,"надолго зажала меня неподалеку от Чаши, и я слышала, как священник"
2383,мыслях опустилась на колени перед Чашей и приняла Св. Дары.
2384,"Она шла к Чаше причащаться, а я с ужасом"
2385,"что он не испил своей чаши до дна, да и вообще"
2386,"был чудесный сын, дом полная чаша, прочный, но не отяжеленный быт"
2387,"к нам подходите с двумя чашами пива и говорите — мол, от"
2388,"слева и справа ангелов образуют чашу, более великую по смыслу и"
2389,"сидят у стола, на нем чаша с головой агнца — жертвенная чаша."
2390,чаша с головой агнца — жертвенная чаша.
2391,Но чаша!
2392,Об этой чаше читаем у отца Павла Флоренского
2393,"сюжет, не число «три», не чаша за столом (подчеркнуто мною."
2394,"Чаша же из ангелов, появившаяся в"
2395,"поют гимн перед огнем, с чашами вина в руках…"
2396,"молится:  «Господи, чтобы прошла эта чаша!»."
2397,"Он говорил:  «Да мимо идет чаша сия», теперь Он говорит:  «Если"
2398,"сказать:  «Господи, Господи, пронеси эту чашу мимо меня, если только можно"
2399,"с «Факелом» — страсть, несдержанность, с «Чашей» — жертва, с «Крестом и мечом"
2400,Чаша.
2401,"или «Монетами» — прибыль, благополучие («полная чаша»), с «Рыбой» или «Ртом» — юбилей"
2402,"Перевернутая «чаша» — временная неудача, восполнимая потеря, совет"
2403,"что центральноазиатские предания о легендарной чаше Будды, принесенной на землю небожителями"
2404,"щей тоже из четырех каменных чаш, вложенных одна в другую."
2405,"фарисеи, лицемеры, что очищаете внешность чаши и блюда, между тем как"
2406,"Фарисей слепой! очисти прежде внутренность чаши и блюда, чтобы чиста была"
2407,"здесь идет речь не о чашах и блюдах, а о том"
2408,"свою волю, которая волит избежать чаши, Он вверяет себя Отцу."
2409,Да минует нас чаша сия.
2410,"себя иллюзиями, что минует нас чаша сия."
2411,"телятами, пьют вино из золотых чаш, натирают свое тело бальзамом и"
2412,Двадцатилетний Михаил испил свою чашу страданий — получил пять лет лагерей.
2413,"ловишь себя на мысли, что чаши весов — одна с твоей жизнью"
2414,"тысячелетия до н. э.) найдена чаша из стеатита, в которой лежала"
2415,"озеро представляет собой громадную испарительную чашу, где бесцельно расходуется ценная в"
2416,"блюда, черпаки, ложки, фиалы, миски, чаши, кувшины."
2417,На одной из чаш — надпись.
2418,"сторонам солнца появились две золотые чаши, а в чашах — кресты; над"
2419,"две золотые чаши, а в чашах — кресты; над солнцем висел серп"
2420,"подсказала ей увидеть и золотые чаши, и огненный серп."
2421,"не пили жизни из человеческой чаши, спали безмятежно, глухие к памяти"
2422,и три сделанные из черепов чаши с прилипшими к желтоватым стенкам
2423,"социализма поставили какие-то розово-фиолетовые пиршественные чаши, а у входа установили турникеты"
2424,"олимпийского факельщика перед огромной факельной чашей: чем она ближе, тем торжественней"
2425,"Представьте себе огромную чашу «Непшстадиона», по зеленому газону которого"
2426,"нынешнего исторического развития, балансирующие, как чаши несогласованных весов."
2427,"русского писателя» Никиту Поленова, испила чашу бед."
2428,"помещения с библейскими картинами, с чашей из храма Соломона, наконец, с"
2429,"как божья благодать), у входа — чаша для крещения."
2430,"был каток, дорожки заливали вокруг чаши стадиона."
2431,Он испил “чашу шахадата” тем же летом.
2432,"правоверных” Али ибн-Аби Талиба, пьют чашу шахадата — героической кончины для того"
2433,"Я испил до дна чашу унижения, когда отправился к поверенному"
2434,"мы побывали в трактире “У чаши”, где проводил время незабвенный бравый"
2435,Причем чаше это происходит у детей с
2436,Чаша весов колебалась между Бабуриным («Коммунисты
2437,"с ними, а на другой чаше — ничего."
2438,ВОДЯНЫЕ ЧАСЫ — большая чаша с маленьким отверстием в дне
2439,"кому принадлежит коза, то в чашу часов наливали немного воды, то"
2440,"же решалась судьба человека, то чашу наполняли до краев."
2441,"В Индии я увидел чашу с водой, в которой медленно"
2442,Вода вытекала из чаши через клюв игрушечной птицы и
2443,"одного конца и кладут в чашу часов, где она медленно горит"
2444,Страна была переполненной чашей»…
2445,"как исполинская бабочка, сидела ажурная чаша рефлектора сверхдальнего излучателя."
2446,на странном ступенчатом пьедестале стояла чаша.
2447,девушка направились к постаменту с чашей.
2448,Сверху стояла резная чаша.
2449,"Навк увидел, что на дне чаши лежит пылающая жемчужина."
2450,"один остался наверху, он качнул чашу и закрутил ее."
2451,"Жемчужина, лежавшая на дне чаши, побежала, покатилась по спирали, набирая"
2452,"набирая скорость, взлетела на кромку чаши, спрыгнула вниз, прочертила все три"
2453,В чаше кратера беспорядочно громоздились погибшие корабли.
2454,"Чаша кратера сжималась, как в сумерках"
2455,"маленькой площади, у метро и чаши фонтана, тусовались молодые американские бродяги"
2456,"Причастен:  «Чашу спасения прииму, и имя Господне"
2457,Господа с небес…» и праздника:  «Чашу спасения прииму…».
2458,"нет, то второй причастен — праздника «Чашу спасения прииму…»."
2459,Господа с небес» и праздника — «Чашу спасения прииму…».
2460,Причастен:  «Чашу спасения прииму…».
2461,"В чаше люстры темнела мерзлая мухота, будто"
2462,"плевков хоть одним попаду в чашу люстры — решил я, — мне стоит"
2463,что мухота сажей залетала по чаше люстры и пыль облаком заклубилась.
2464,"подобием фонтана, т. е. круглой чаши, опять же зеленой, заполненной прошлогодними"
2465,Горная чаша догорала воспаленными сполохами отуманенного заката
2466,вырезанной из цельного смарагда волшебной чашей.
2467,Змея с чашей.
2468,"Выточенную из цельного смарагда чашу, оправленную в золото, он преподнес"
2469,самому кардиналу пришлось испить полную чашу страданий.
2470,Грааля — сосуда чистой крови и чаши мистического озарения.
2471,Кроме церковной чаши — потира и сосуда со священной
2472,"интерпретации Грааль обрел облик эдакой чаши Нибелунгов, нордической святыни, а сами"
2473,"Последней каплей, переполнившей мою чашу, был концерт «Машины» в горкоме"
2474,Чаше всего клан ниндзя совпадал с
2475,"ритуал, и когда готова первая чаша, — большая чаша, сделанная из кокосового"
2476,"когда готова первая чаша, — большая чаша, сделанная из кокосового ореха, — эту"
2477,"из кокосового ореха, — эту первую чашу предлагают самому почетному гостю, возглашая"
2478,"С Самоа Бальмонт привез чаши для кавы, ожерелья, плетеный веер"
2479,"оборона), Аннушка загодя собирала на чашу весов маленькие грехи противоположной стороны"
2480,"И знаете, что переполнило чашу?"
2481,звуков зависит от формы моей чаши и толщины стенок.
2482,"тому, что он содержит, как чаша, которая не делается причастной той"
2483,"Чашу спасения прииму, имя Господне призову"
2484,Готовы ли вы пить Мою чашу? — то есть разделить Мою судьбу
2485,"ничем не сопротивляюсь, буду пить чашу Христову, разделю с Ним страшную"
2486,"вместилищем не так, как, скажем, чаша вмещает содержимое, а как, опять-таки"
2487,"воде круглое углубление, маленькую водяную чашу, подскакивает, снова падает и несколько"
2488,видна на дне этой водяной чаши».
2489,"молча, но старые сапоги переполнили чашу его терпения, и он спросил"
2490,"отец не испил этой горькой чаши, наступала и моя минута просветления."
2491,в 19-м тропаре 4-й песни: Чашу Церковь стяжа ребра Твоя живоносная
2492,"из негоже премудрости река, яко чаша, проливает токи богословия 5."
2493,Чашу Церковь стяжа ребра Твоя живоносная
2494,"выявлений оппозиции — мер, которые переполнят чашу терпения и дойдут до последних"
2495,"Я успел только пригубить из чаши восторгов, и у меня ее"
2496,"Последней каплей, переполнившей чашу, было распоряжение Наркомпроса об изъятии"
2497,"конечно, очень интересны: как называть чашу, как называть председателя и т"
2498,"скорее всего у этой «круговой чаши» было ритуальное, обрядовое значение."
2499,"нас кавказцы поминают
И водку чаше наливают!"
2500,то ни стало стремится уравновесить чашу весов с тяжестью этого страшного
2501,"страшного понимания, бросая на другую чашу серьезный жизненный замысел."
2502,Чем тяжелее на одной чаше весов тяжесть страшного понимания временности
2503,тем сильнее намеренье уравновесить эту чашу самым серьезным делом жизни.
2504,"И дом его был полная чаша, и гостей, бывало, полон двор"
2505,"молоденьким, только-только испившим ледяную чашу чегемского родника, утирающимся рукой и"
2506,"день не угощал остальных сванов, чаша весов могла бы перетянуть на"
2507,"дома вырос прекрасный подсолнух, золотая чаша которого целый день, вместо того"
2508,Поэтому эмпирический факт заглядывания чаши подсолнуха в комнату с портретом
2509,"Одним словом, поняв, что чаша весов явно перевешивает в его"
2510,"Благодаря друзьям, мой дом — полная чаша, вплоть до Шостаковича в пластинках."
2511,"мы водрузили наверх большую цементную чашу, сохранившуюся в саду."
2512,"В чаше летом цветут настурции, а над"
2513,"честь Натальи»,  «Горожанка»,  «Клятва на чаше» и «Послание к Наталии»."
2514,Клятва на чаше» была написана у меня дома
2515,из пасти фонтанчики в мраморные чаши с каждой стороны постамента.
2516,Я тоже хочу испить чашу смерти!»
2517,"небесного царя
Испить готова смерти чашу!"
2518,"на паркете, положив на другую чашу весов как залог свою жизнь"
2519,"прорывали перешеек, заполняя доверху средиземноморскую «чашу», то отступали, и тогда образовывался"
2520,"земля похожа теперь на пологую чашу, до краев наполненную лунным светом."
2521,"всех сторон — круглая, немного вогнутая чаша земного приволья."
2522,Не миновала чаша сия и села Караваева.
2523,"положение во гроб, моленье о чаше, Гефсиманский сад со старым дубом"
2524,Скользкий край фаянсовой чаши: вскарабкаться — и вниз головой…
2525,"глади, я остался один над чашей, и в руках у меня"
2526,"неслись со столичного стадиона, в чаше которого разместилось почти все население"
2527,"твой сосед по келье просит чашу воды, оставь твою молитву и"
2528,"твое частное дело, а эта чаша воды — дело божественное."
2529,"твой сосед по келье просит чашу воды, оставь твою молитву и"
2530,"твое частное дело, а эта чаша воды — дело божественное."
2531,"вы, готовы ли вы пить чашу, которую Я пью? — то есть"
2532,За его движениями внимательно следила чаша антенны.
2533,"У нас есть Евхаристия, есть Чаша."
2534,"сказал им:  «Вы будете пить чашу, ту, которую Я пью, и"
2535,"происходит, человек хочет приступить к Чаше без покаяния."
2536,"все, весь мир призывается к Чаше для соединения с Богом."
2537,Источник нашего очищения есть Чаша Христова.
2538,Взять отсюда Чашу Христову — и это уже будет
2539,Но равнодушие к Чаше — это равнодушие ко Христу.
2540,"Чашу выносят, Чашу жизни, в которой"
2541,"Чашу выносят, Чашу жизни, в которой Тело Христово!"
2542,"когда Божественную литургию служил, эту Чашу обнимал, он ее целовал, поливал"
2543,"где та капля, которая переполнила чашу, что именно оказалось решающим."
2544,Парсифаль и Галлагад отправились искать чашу святого Грааля.
2545,Чаша сия не миновала и второй
2546,"Дом Пришвина был полная чаша — любящая жена, много друзей."
2547,"новобрачным пить вино из одной чаши, сперва пьет жених, потом допивает"
2548,"по углам и молятся, чтобы чаша пронеслась мимо!»"
2549,"идеях, знаем, почему Сократ выпил чашу с ядом и почему Иоанн"
2550,"Чаша великого терпения России переполнилась, боль"
2551,Чаша славянского терпения переполнилась!
2552,"Бережно, будто чашу с водой."
2553,Россия бросала меч на славянскую чашу весов.
2554,"крест, походные дружинные образа и чаша со святой водой; правая половина"
2555,не решался первым стронуть свою чашу весов.
2556,"Как легко, как незаметно чаша ядом переполняется."
2557,"было покончено, воевода поднял последнюю чашу, отпил глоток, привычным жестом расправил"
2558,"воевода тяжело поднялся, молча взял чашу с вином."
2559,подполковник разлил вино в глиняные чаши.
2560,"Митко вышел, и Гавриил поднял чашу."
2561,"Прощай, Федор, — Гавриил выпил чашу, поклонился и вышел."
2562,"пользуясь тихим часом, по крутобокой чаше небес, забить бы огненный пенальти"
2563,"в котле, будто магма в чаше вулкана, бурлит, клокочет, вздыхает, вся"
2564,"на отдельной тарелке, в отдельной чаше маленькие порции."
2565,и был готов испить любую чашу.
2566,"patres (к праотцам), — досталась своя чаша испытаний."
2567,"Чаша особенно горькая досталась тем, кто"
2568,"верить, что минует его горькая чаша…"
2569,году и испившим до дна чашу тридцать седьмого.
2570,Белая земля чашей выгибается вокруг; опять начинается движение
2571,"и получились уютные и просторные чаши, совершенно не просматриваемые ни снизу"
2572,"Знать, горькую чашу до дна
Придется мне выпить"
2573,"вулканического стекла, колокольчики из меди, чаши из зеленого нефрита, каменные топоры"
2574,"мебели: остатки столов и скамеек, чаши, блюда, черпаки, гребни, деревянные сундуки"
2575,"свинцовые слитки и осколки глиняных чаш, из которых пили викинги."
2576,затем со дна подняли великолепную чашу.
2577,"Сотни тысяч ваз, сосудов, кружек, чаш, кубков, амфор лежали на морском"
2578,"храме много и других приношений — чаши, перстни и драгоценные камни, а"
2579,"Обломки амфор, кувшинов и чаш, обнаруженные возле затонувших сооружений, позволили"
2580,"раздатчиков, бросала тяжелую гирьку на чашу общих расходов."
2581,было нормально и дом — полная чаша.
2582,"того, что лежит на противоположной чаше весов!"
2583,"лед падает в гигантскую каменную чашу, из которой, собственно говоря, и"
2584,"Чтобы заполнить эту чашу, ледопаду надо «трудиться» двадцать три"
2585,И вот лед переполняет чашу и устремляется в долину узкой
2586,"Поступление льда из чаши идет неравномерно, это заставляет ледник"
2587,вси равно умроша и едину чашу смертную пиша.
2588,веселых пирах из этой серебряной чаши с узорами угощал вином и
2589,Переходила заздравная чаша по кругу от одного к
2590,Эта чаша была найдена во время археологических
2591,ему из своих рук серебряную чашу с питьем.
2592,"золотых чаш — 6,"
2593,И чаша народных весов склонялась к Москве.
2594,"на столике — лишь одна-единственная чаша, сзади — легкие очертания дерева, горы"
2595,в древности такое занятие — искать чашу Грааля.
2596,"За то, чтобы полная чаша в доме!"
2597,Принесли серебряные с чернью чаши и стаканы цветного дымчатого стекла
2598,вода натекала в округлую каменную чашу и переливалась из нее стеклянным
2599,"он пьет из эмблемы медицины — чаши, обвитой змеей, а чьим-то другим"
2600,"озера лежат как бы в чашах, берега их обрывисты на 50"
2601,"Выгнувшаяся чашей еловая лапа, на черенок которой"
2602,подсунула ему под руку позолоченную чашу с освященной землей.
2603,"Скоро, видно, выпью всю чашу до дна."
2604,И чаша оказалась совсем другой.
2605,не испил еще всей своей чаши.
2606,оба выпили до дна свои чаши.
2607,Между моей чашей и твоей.
2608,ним на тарелке двуухую белую чашу с золотистым бульоном и отдельно
2609,Чаше всего кожа ребенка подвергается воспалению
2610,"вынимающие их прямо из золотых чаш подсолнухов, ленивый скрип колодезных журавлей."
2611,"успеха и сместив, таким образом, чашу весов, либо продуманным уходом, обеспечивающим"
2612,Жертвенная чаша его не опрокинулась!
2613,Жертвенная чаша его не опрокинется» …
2614,"историю под именем Битвы народов, чашу весов опять в самую решительную"
2615,"Пришла наконец пора выпить чашу, налитую в Смоленске…"
2616,"дружина вокруг него, и круговые чаши, и седой длинный тощий старик"
2617,"В отдельных чашах мягкое вареное мясо, огурцы и"
2618,И нас не минует чаша сия».
2619,"Космынин, не отрываясь от чаши, все так же перетирал зубами"
2620,"озером маревило, снежная вода залила чашу меж холмами над опустившимся льдом."
2621,Герцог взял тогда в руку чашу работы названного Бенвенуто Челлини и
2622,"так высок, что даже эту чашу ты не назовешь работой мастера?»"
2623,"Снисходительно взглянув на чашу, я ответил так:  «Государь мой"
2624,"от вереска поляны, наполненные, как чаши, горячим медовым настоем."
2625,"уровня океана, мы оказались в чаше прогиба и запросто можем провалиться."
2626,"художественных металлических изделий (ваз, кубков, чаш и т. д.) оставались безрезультатными."
2627,Под их тяжестью центральная часть чаши водохранилища прогнулась на 235 сантиметров
2628,"еще и на весы, на чашах которых то и дело переставляют"
2629,а меняется объем и форма чаши моря.
2630,"ученый подносил ее к одной чаше весов, которая к ней притягивалась"
2631,"можно изменить, уравновешивая гирями другую чашу весов."
2632,"эту колыбель человечества, в эту чашу, из коей пролилась красота на"
2633,Готовы ли вы пить Мою чашу?
2634,"последнего, он хочет испить эту чашу полностью."
2635,"Думаю, что это бывшие пересохшие чаши озер."
2636,нужна была решающая гирька на чашу весов.
2637,еще один камешек на ту чашу весов.
2638,небесного пронести мимо предназначенную ему чашу.
2639,"Ахматовой, настанет час взмолиться о чаше — чтобы мимо, чтобы помиловали."
2640,"Поняв, что чаши не избежать, Мандельштам плюнул на"
2641,"еще отводит свой взгляд от чаши, которую подвигает ему рука Всевышнего."
2642,Чаша с ядом
2643,Передо мной чаша с синильной кислотой.
2644,"и не желать испить ту чашу, которую испил Он, и креститься"
2645,"Посетители останавливаются возле огромной чаши, выдолбленной из гранита."
2646,"Эта чаша для совершения религиозных обрядов, из"
2647,"Ранее эта чаша служила воинам Александра Македонского, но"
2648,"мусульман, и они на боках чаши выбивали надписи из Корана."
2649,"сомнения, страх: а) Моление о Чаше."
2650,можно узнать лишь по изображению чаши на фронтоне…
2651,готовы ли вы пить Мою чашу?
2652,"сказал: вы будете пить Мою чашу, будете участниками Моей Страсти (Мк"
2653,"гораздо больше), арахис выращивают все чаше."
2654,и невеста пьют из одной чаши.
2655,"во время литургии, и эта чаша — все, что осталось от древнего"
2656,"с православными причаститься от одной чаши, и потому эта чаша символизирует"
2657,"одной чаши, и потому эта чаша символизирует, как бы издали, приобщенность."
2658,"древности говорили о том, что чаша, которая испивается, представляет собой человеческую"
2659,Пить чашу до дна» — это значит разделить
2660,"невестой так именно приобщаются этой чаши, которая перед тем коротко благословляется"
2661,"рту шмеля подносится полная нектара «чаша», по форме больше похожая, однако"
2662,"нижняя «губа» снова поднимается вверх,  «чаша» с нектаром исчезает в глубине"
2663,"толпой зевак, пародировала его превосходительство, чаша терпения переполнилась."
2664,земли и мха некое подобие чаши и выстилает ее дно травой.
2665,все капли стекали в одну чашу.
2666,Хотя чаше общество именуется обществом развитого социализма
2667,Ты — чаша на пиру бородатых и сильных!
2668,Чаша Мусиного горя переполнилась.
2669,образа суфийского старца с нищенской чашей из кокосового ореха и четками
2670,единой не испили из вечной чаши тайной мудрости.
2671,опускал покрывало и гасил в чаше с песком алтарные свечи.
2672,Она пьет сейчас из чаши богов амриту бессмертия».
