,0
4112,Сколько раз меня до костей промачивал дождь и приходилось работать
4113,"Черти, мельницы и кости"
4114,"Где кости — там и нечисть, где нечисть"
4115,Нарубят костей и зальют томатом.
4116,"такой, будто я в шестерни кость засунул и теперь ее, давясь"
4117,ключом с ручкой из слоновой кости?
4118,"же мяса, из той же кости, что дети на портретах Серова»."
4119,"тех людей, кому Сысоев был костью в горле."
4120,"так, что у нее хрустнули кости."
4121,"был просто кучей мяса и костей, а не мастером спорта по"
4122,"все, чтобы стать для доктора костью в горле."
4123,"в глубинных областях мозга, как кость, воспринимаясь через напряжение мышц."
4124,ко дню “Незалежности” бросило людям “кость”.
4125,в виде русалки из слоновой кости.
4126,как бы из одних упрямых костей составленной спине.
4127,"без надписей, без черепов с костями."
4128,"по домам, а выздоравливающие глодали кости."
4129,"зеленому сукну которых шары слоновой кости передвигались по-хозяйски уверенно, как слоны"
4130,"этого торгпреда, схрустит со всеми костями."
4131,"должна состоять из мяса, из костей и из дерьма, а не"
4132,крепкие крупные зубы цвета слоновой кости.
4133,"люди, обгрызали мясо с куриных костей, а голые кости деликатно бросали"
4134,"с куриных костей, а голые кости деликатно бросали за плечо."
4135,"целеустремленный, умный, профессионал до мозга костей."
4136,придумал такой: череп и скрещенные кости.
4137,Одни кости!
4138,"дико и прихотливо разрубленные мясные кости, из которых ему и предстоит"
4139,многочисленными знаками с черепом и костями и угрожающими надписями.
4140,"вас найдется местечко, чтобы бросить кости?"
4141,И кости и тело… — кривая усмешка мелькнула
4142,"он мечтал об одном — бросить кости на кровать и спать, спать"
4143,"Стык — это когда кость в кость, когда не щадя"
4144,"Стык — это когда кость в кость, когда не щадя ни себя"
4145,"между Питером и Берегом Слоновой Кости: они играют традиционную, должным образом"
4146,Пар ломит кости чемпионам
4147,"рядом эта «башня из слоновой кости шея твоя, возлюбленная моя…»"
4148,"них своя аристократия, своя черная кость, своя молодежь и своя первая"
4149,"подальше от искушения, а в костях еще гудел след пронизавшего ее"
4150,"благородства внедряются в кожу, в кости и кровь."
4151,Кость и тина.
4152,Кость или тина?
4153,Язык без костей.
4154,"Ему — инженеру, технарю до мозга костей — трудно было переступить порог изолятора"
4155,"тираном или демократом до мозга костей, часто он показывается на людях"
4156,"так воду хлебаешь»,  «позднему гостю — кости»,  «вожжи упустишь, не скоро изловишь"
4157,в так называемую Ротонду Берцовых Костей.
4158,часам вечера в Ротонде Берцовых Костей.
4159,"Ателье, экскурсант попадает на кладбище костей, в так называемый «оссуарий»."
4160,"Ну, а дальше — кости, кости, кости, обрамленные вдоль галереи"
4161,"Ну, а дальше — кости, кости, кости, обрамленные вдоль галереи орнаментом"
4162,"Ну, а дальше — кости, кости, кости, обрамленные вдоль галереи орнаментом из"
4163,"орнаментом из устрашающе скрещенных берцовых костей, увенчанных черепами."
4164,Такие скопища костей можно встретить при многих старых
4165,"прочих виденных мной собраний человечьих костей здешнее, парижское, отличают масштабы — здесь"
4166,"1,5 тысячи долларов, полный комплект костей — еще 1000."
4167,"взглядом собачью миску или резиновую кость, несчастная женщина принималась плакать и"
4168,"Она костьми ложилась, препятствуя любым сколько-нибудь серьезным"
4169,Обожженные до кости ноги мальчика загноились; куда ни
4170,навалена была огромная куча рыбьих костей.
4171,Официант вернулся к стогу рыбьих костей.
4172,"что у ее покойной матери кости были, как резиновые, и бедняжка"
4173,удары барабана потрясали до мозга костей.
4174,"ее тело оказалось мягкое, а кости гладкие, тонкие, нежные."
4175,"его челюсти, часть позвонков, берцовая кость и кусок кожи — морщинистой, серой"
4176,же мяса и лишь потом кости.
4177,"Много поделок из костей китового позвоночника, симметричность которых позволяет"
4178,на Чукотке — только изделия из кости и шитье.
4179,иметь экзотическую фотографию на фоне костей мамонта.
4180,Остается кость и прежде всего — клык моржа.
4181,однажды видел скульптурную композицию из кости.
4182,"моржа детородный орган тоже из кости, во что трудно поверить."
4183,"Золото, пушнину, оленину, кости мамонтов, клыки моржа, все, что"
4184,"Есть в музее кости, камни и многое другое из"
4185,Явственно завоняло жженой костью.
4186,"сугробов тряпки и подснежники, копоть, кости, собачье дерьмо — все, что за"
4187,в спальне на инкрустированном слоновой костью столике.
4188,"Не намекает, мол, я белая кость, я доктор."
4189,"скульптурным надгробием скрылись навсегда ее кости, мускулы, расчлененные органы, приводившие в"
4190,"трансамериканское шоссе, и над его костями будут проноситься бессчетные автомобили тех"
4191,"выпорхнула крохотная, выточенная из слоновой кости балерина и под хрустальные переливы"
4192,"кинул Мэру на пол говяжью кость, и тот, что бы вы"
4193,"порождала тупую боль головы, ломоту костей, унылую тоску, от которой на"
4194,"Разрушив «империю зла», обглодав до костей Россию, нарыдавшись всласть над жертвами"
4195,зловонной резины торчали только обгорелые кости майора да скалился белый череп.
4196,"и ему казалось, что его кости, большие и малые, раздроблены и"
4197,"поползла с легким потрескиванием, обнажая кость с белыми, туго натянутыми сухожилиями"
4198,из избы покормить жилами и костями собак.
4199,"от этой твари или раздробленные кости, ничего себе альтернатива!"
4200,выворачивался перед каким-то коробом с костями.
4201,"мягкое туловище без единой целой кости, с конечностями, сгибающимися, вопреки законам"
4202,"хорошо — щи, да с мозговой костью, с антоновским яблоком и жареными"
4203,"здешние мужики, от которых и костей, наверное, не осталось, и говорили"
4204,"истории) сжигали трупы, выбирали фрагменты костей и хранили их в маленьких"
4205,"обряд керов?!), вкладывая фрагменты их костей в торбочки с пергаментными рулончиками."
4206,"землю, из кожи небосвод, из костей деревья и кустарники, из жира"
4207,Я сорок три раза бросал кости.
4208,"Все останется, как выпали кости…»"
4209,Да и КТО знает — кости или этот плешивый скотоложец?
4210,"он только успел подумать, что кости были правы, когда чаша с"
4211,предков и обгладывал их полусгоревшие кости?
4212,"своим дарованиям: рослый, тонкий в кости, с волнистыми светлыми волосами, с"
4213,"лицо в очках, тонкость в кости…"
4214,"не публицистика, не кухонное перемывание костей — это Большая Литература."
4215,"рулевые колеса — под дерево, слоновую кость, кожу, четырех-и трехспицевые."
4216,"хошь, что малина полезна от костей и что в деревне за"
4217,"на дорогу выполз размять свои кости ревматик-петух, и Кира, спасая"
4218,"неизвестной могиле, где покоятся папины кости."
4219,"непроизводственным вопросам, пьет водку, перемывает кости главному редактору, и что-то такое"
4220,"черноголовый, — то ты уж точно костей не соберешь."
4221,"Кожа и кости, скоро с голодухи пухнуть начнет."
4222,напряжение» и рисунком черепа с костями.
4223,"почему-то «не проглатывается»,  «стоит, как кость в горле»."
4224,Дорогие гости побросали свои потолстевшие «кости» в кузов грузовика…
4225,"на свитере вывязан череп с костями… прямо вот здесь, на груди."
4226,"сломал их… она умерла, и кости истлели… рассыпались."
4227,скелетов-мужчин член напоминал берцовую кость.
4228,"с рисунками в «елку»,  «рыбью кость»,  «куриную лапку»  (пье-де-пуль), клетку «принц"
4229,Звезды и кости
4230,аппетитом грызть у костра огромную кость — тем более что кость искусственная
4231,"огромную кость — тем более что кость искусственная, а мясо к ней"
4232,"Архипелаг этот, воздух его и кости его обитателей, вмерзшие в линзу"
4233,"ее те, кто унес свои кости с Архипелага; совсем не верю"
4234,выжгло правую часть лица до костей.
4235,Бакся радостно поймала кость на лету и в считанные
4236,собаке купленную еще Алиной мозговую кость.
4237,"Лех, где кости в тряпки кинуть? — спрашивал Васильич"
4238,"что иное, как ящик с костями, — и тут же мир для"
4239,"Только море, только пробирающая до костей стужа, только тоскливый вой голодного"
4240,"серьезно — зрителей должно пробрать до костей, а волосы у них обязательно"
4241,вы бы назвали «цветом слоновой кости».
4242,Цвета слоновой кости
4243,"хаки
палевый кремовый телесный слоновой кости сливочный молочный белесый белый
серебристый"
4244,"песочный, ржавый, шоколадный, цвета слоновой кости, янтарный, соломенный, золотистый, лимонный, телесный"
4245,"коричневым оказывается кремовый, цвета слоновой кости, а также персиковый."
4246,"кофе с молоком, цвета слоновой кости."
4247,где мы поочередно бросали игральную кость и должны были делать ходы
4248,никакие пробы при бросании игральной кости не убедили ребенка в том
4249,"все вместе — печаль внутренностей, стон костей — наполнило его сердце тревогой."
4250,"раз крепкий, старательно-точный, и пробил кость."
4251,"Природные образования из костей, мяса и молока."
4252,"Обсудили новости, перемыли кости начальству."
4253,"конечно, раньше я у орла кости забирал, а у кроликов — зерно"
4254,"предположить, что московская до мозга костей по стилю Галина Степаненко, даже"
4255,капитан выглядел англичанином до мозга костей.
4256,"специальным ножом, чтобы резал «до кости»."
4257,"мертв, тело его изувечено, огромные кости торчат, обтянутые кожей, глубоко запали"
4258,"и подозреваете, что не все кости целы, хромайте в травмопункт."
4259,"а Ольга поднялась, хрустнула всеми костями, сладко так, себе в удовольствие"
4260,"на вас, а я ведь костью крупная…"
4261,ногу и состоит из ее костей и мышц.
4262,"с Ванечкой по очереди выкидывали кости, затем передвигали свои фишки на"
4263,Ванечка бросил кости и дрожащей ручонкой взялся за
4264,"выставив ружья, но брошенные игроками кости разделили их вновь."
4265,"В кости, значит, широкий, — объяснил дворник."
4266,"Правда, ваше благородие, она кость ломит…"
4267,сбоку обязательно имелась горсточка человечьих костей и череп.
4268,"обормотов, нарисовали гроб, череп с костями и расписались кровью, что будут"
4269,потрясали окровавленными внутренностями или обглоданными костями своих жертв.
4270,"она вытащила несколько маленьких плоских костей однообразной формы, горсть сухой травы"
4271,"затем гадалка положила в жаровню кости, долго переворачивала их бронзовыми щипцами"
4272,"что она собрана из обглоданных костей, — но в полном соответствии с"
4273,"Кости были скреплены проволочками, обмазаны глиной"
4274,"богослужебных труб, сделанных из человеческих костей, там кровью жертвенных быков наполняли"
4275,"Черепа и кости никто не убирал, наткнуться на"
4276,"дороги в Монголии, были усеяны костями овец, быков, лошадей, людей."
4277,"с них кровь, другие гложут кости, высасывая костный мозг."
4278,"Становилось холодно, ветер пронизывал до костей."
4279,"Три в ногу, с раздроблением кости, одну в грудь, прошла рядом"
4280,"восемь километров — везли на телеге, кость о кость в перебитой ноге"
4281,"везли на телеге, кость о кость в перебитой ноге царапалась, что"
4282,"я подписал согласие на вылущивание кости тазобедренного сустава левой ноги, поскольку"
4283,"Ленин, публично поклявшийся «скорее лечь костьми», чем разрешить свободную торговлю хлебом."
4284,Кости без мяса.
4285,работает нелегальная артель резчиков по кости.
4286,"вот сплетничать, перемывать друг другу кости или семечки целый день лузгать"
4287,"немощен; 
 исцели меня, Господи, ибо кости мои потрясены; 
 и душа моя"
4288,"Иногда под куклами находили отдельные кости святых угодников — останки, которые, как"
4289,"можно понять, что оно означало «кости», потому что именно кости придают"
4290,"означало «кости», потому что именно кости придают крепость телу."
4291,что найдены были только его кости.
4292,в России мощами святых считались кости.
4293,"куриных грудок, отделите мясо от костей."
4294,"если не после Берега Слоновой Кости, то уж явно не между"
4295,"восемь глубоких ран, перебиты мышцы, кости, сухожилия."
4296,"Дух несвободы здесь пронизывает до костей — заставляет кутаться упрямцев, остальных выдувает"
4297,2-3 м для упаковки костей.
4298,Кости рубить или ломать категорически запрещено
4299,"мясо накладывают в личный кийвек, кости складывают в указанное хозяином место"
4300,двух пудов мяса только без костей.
4301,"мясо со всеми вместе, а кость бросил в сторону, не положил"
4302,не положил в общую кучу костей.
4303,"приняли, потому что в комплекте костей недостает одного звена."
4304,Русский человек кость бросил в сторону не по
4305,в крайнем случае — по фрагментам костей.
4306,"лет занимаясь анализом ДНК древнейших костей, обнаружил, что все жители Земли"
4307,"Короче, я сломал лучевую кость в запястье."
4308,"свинины, говядины, баранины, шла рубка, кости отделялись, распиливались — и опять попадали"
4309,могли незаметно всунуть в мякоть кость!!!
4310,У тебя же одни кости!
4311,"страшная хирургическая пила для пилки костей, но их мне не давали"
4312,"бы рыбье мясо с тонкими костями, увидала также неприятный нос в"
4313,"неудобства тяжелых, как вериги, развинченных костей, от полумертвой работы желудка, в"
4314,жертве завернутую в газету куриную кость.
4315,"в затылке, точно там, под костью, колыхался плотный воздушный пузырь."
4316,"Но поверили мы Косте после сцены, в которой он"
4317,повторял фразу:  «Я им бросил кость».
4318,"понимал: нельзя слишком щедро «бросать кости», это губит талант, хотя в"
4319,"Он, мол, кидает кости, но ради того, чтобы иметь"
4320,"Профессор был широк в кости, лобаст, носил густую черную бороду"
4321,"кожу ладони, сразу уперся в кость."
4322,операцией артродеза (запирание сустава сращением костей) или искусственным протезом сустава.
4323,в результате скрытого начального разрушения кости.
4324,тысячи опухолей и разрушений структуры кости и мог узнать их с
4325,"Нет, там не было разрушения кости и не было признаков опухоли"
4326,"Просто кости уже не молодые, доктор прав."
4327,Илизарова для удлинения и сращения костей его аппаратом наружной фиксации.
4328,Он сделал интересное открытие: если кость прочно фиксирована в аппарате наружной
4329,"видно, что «порядка» нет: положение костей в суставе было неправильным, оставались"
4330,раза не всегда удаётся поставить кости на место.
4331,Через неделю после перелома сопоставить кости лодыжек без операции чрезвычайно трудно
4332,"конечно, советский человек до мозга костей."
4333,"врезался в фонарный столб, берцовая кость до сих пор в гипсе"
4334,"жил будто без кожи, без костей; еще оставались какие-то заменители, он"
4335,"тогда могут затрещать мускулы и кости, если вспомнятся сеансы с коновалом"
4336,Чуть что — мигом кости переломаю.
4337,"балда, как они с маманей кости мыли Кузнечихе."
4338,Кости больше нет.
4339,"Баранов, тощих до костей,"
4340,"у Кольки, оголодавшего и до костей загнанного, виднелась одна железная пряжка"
4341,"огород, не баба крепкой рабочей кости и ее суровые, но дельные"
4342,"Из камня вытесанные, из кости выпиленные наконечники палочек, скоро их"
4343,"В раскопках много заячьих костей, уже действует что-то подобное петле"
4344,"и много, много мелких рыбьих костей."
4345,"Крючок енисейских древлян сделан из кости, чаще всего заячьей и птичьей."
4346,"и как там хоронили, их кости и тлелое мясо просто с"
4347,"любимую, с черепом и перекрещенными костями, и Лизаветину, которой он обычно"
4348,"Ты чего мелешь, язык без костей, глаза бесстыжие! — возмутилась Вера Семеновна."
4349,"традиционно белый, а скорее слоновой кости, бежевые стены."
4350,"Чайковскому, эта история была как кость в горле."
4351,Около стола — открытый гроб с костями.
4352,Это был гроб с костями».
4353,Есть у Васи и 31 кость домино размера в две клетки
4354,a1 и h8 и 31 кость домино размера в две клетки
4355,"А игра в кости (домино), большинство карточных игр математическими"
4356,"Например, при бросании игральной кости возможны шесть различных результатов; из"
4357,вероятен при бросании двух игральных костей: 7 или 8?
4358,что при бросании трёх игральных костей выпадет хотя бы одна шестёрка?
4359,Чужая кость
4360,заделал отверстие костной пластиной… чужой костью…
4361,"я его спросил, чья это кость, он довольно сухо ответил, что"
4362,"Чужая кость, наверное, дает о себе знать."
4363,"с нею разговариваю… не с костью, то есть, а с тем"
4364,"женщинах и не в чужой кости, даже не в памяти…"
4365,"может, нет ничего, кроме полуистлевших костей заплутавших безумцев или мумий мудрецов"
4366,"человек с разможженной головой, переломанными костями и лопнувшими внутренностями, как будто"
4367,"вместе с памперсами, селедкой без костей и другими достижениями цивилизации."
4368,вам не статуя из слоновой кости Галатея.
4369,"Вольта (сейчас Буркина-Фасо), Берег Слоновой Кости (сейчас Кот Д’Ивуар), Чад, Центральноафриканская"
4370,"По смешной песенке, как по кости мамонта, восстанавливается эпоха."
4371,скелет австралопитека (до 40 % костей) раскопали 30 ноября 1974 года
4372,"ученые сравнили ДНК, выделенную из костей, найденных в Неандертале, с соответствующим"
4373,"Костью, которую бросили ностальгирующим по Советскому"
4374,"под именем Афанасия Миляги покоились кости мерина «Осоавиахима», едва не ставшего"
4375,Ботвиньев подавился костью.
4376,что это хрустят ее же кости.
4377,"речь идёт не о примитивных костях, обтянутых кожей, а о Багамах"
4378,"вот, интеллигентный наш до мозга костей некто, оказывается, никуда вовсе и"
4379,ярко-белого цвета или цвета слоновой кости.
4380,противника глухо стукается о грудную кость Драгана и сбивает того.
4381,глухой стон и хруст человеческих костей.
4382,"заварится — ни вам, ни мне костей не собрать."
4383,"хаос в клетках, чудовищное размягчение костей, хлопающие воспаленные глаза, преследование иллюзорной"
4384,"впилась пуля, раздробив внутри какую-то кость и парализовав правую руку полностью."
4385,"у этого гостя крепкая, широкой кости."
4386,"Открыли — а там кишки, кости — короче, то, что не захотел"
4387,убийцы и эгоисты до мозга костей.
4388,"подозревавший о перемалывании его собственных костей подчиненным, Филатов, однако, молчал не"
4389,"Конечно, циник до мозга костей."
4390,"голеням, да так, что треснули кости."
4391,"Хочешь, чтобы кости тебе переломали?"
4392,"Кости были целы, но его оставили"
4393,обидно: что это за белая кость?
4394,"клинок с ручкой из слоновой кости, украшенной старинной резьбой."
4395,"А я думала, череп с костями! — рассмеялась девушка."
4396,его тело и ломал его кости.
4397,"рухнул на дорогу, ломая себе кости."
4398,"Кость, кажется, цела."
4399,начал проверять свои мышцы и кости.
4400,"мгновенно оборвался, и только хруст костей и брызнувшая на Икса-два"
4401,крик боевика заглушил хруст ломающихся костей.
4402,"неолитических слоях часто встречались «пальцевые кости медвежьей лапы, зарытые в одну"
4403,зарытые в одну яму с костями человека».
4404,"клыка, в могильниках вместе с костями человека встречались и кости медведя."
4405,с костями человека встречались и кости медведя.
4406,отмеченная присутствием в захоронениях медвежьих костей и когтей и т.д
4407,"Забор вокруг избы из человеческих костей, на заборе торчат черепа людские"
4408,"гончары, резчики по дереву и кости, иконописцы — все они выполняли многочисленные"
4409,"бабахнет, тут не то что костей — своих молекул не соберешь…"
4410,Костей не соберет!
4411,обсуждать футбольные матчи и «перемывать кости» политикам из Кремля.
4412,Заму-то он как кость поперек горла.
4413,"государства, превратилась в кожу и кости."
4414,"не видела, совсем прозрачных, даже кости и у бегляночки, и у"
4415,"если нет — болезнь перекидывается на кость, и пальцы уже не спасти."
4416,"А я бы костьми легла, но такого ребенка отстояла"
4417,"заката лес-покойник пожелтел, как мамонтова кость."
4418,"был завален кусочками кожи, обрезками кости, черепками."
4419,"угли, обрезки кожи и отщепы костей, перья птиц, уже ответившие на"
4420,"пьяную воду, как собака за кость."
4421,"древние умели гнуть не только кости, но и целые деревья, свивая"
4422,"жертвенными ямами, откуда торчали пережжённые кости, была утыкана большими и малыми"
4423,"Бабу в шатёр, выбросив изогнутые кости каркаса, и первым двинулся прочь"
4424,собрали на пепелище Усть-Выма обугленные кости и погребли их в общей
4425,"сердце тонкой иголкой из рыбьей кости, а потом бросал трупик в"
4426,"встречал разбросанные жёлтые, гнилые человеческие кости."
4427,Потом дрожь пробирала до костей.
4428,что из кур вынуты все кости…
4429,"парализованные старухи с пролежнями до костей, ко дню стариков за его"
4430,"маленькая серая овечка, пасущаяся среди костей прошлого в безводной пустыне смерти?!"
4431,"неба — быть во мраке, среди костей не пахнуть мне цветком! — закончил"
4432,До костей продирает.
4433,ключ глухо впечатался в теменную кость стоящего на пороге человека в
4434,Типичный пример — бросание костей или монетки.
4435,на книгу В.Рекшана «Царские кости».
4436,в душе кинозрителя хруст ломаемых костей в современном боевике.
4437,"горный пленер, молодые мехи, узость кости."
4438,из которого остро торчали обломки костей.
4439,"журналистской среды, ты до мозга костей партийный функционер — ум, честь и"
4440,сено — за ночь продрог до костей.
4441,"Он страшно, до костей, замёрз, и он хотел согреться."
4442,"Ей сдвинуло кости черепа, сломало нос, сломало в"
4443,"створку, вытащил кусок шейки на кости и принялся за него."
4444,"с небес разверзшихся, пронзенных рыбьей костью соборного шпиля, притянувшего, как громоотвод"
4445,"Этот мертвый эсэсовец, кости которого давно истлели в Баварии"
4446,"обжег лица, сразу пронизал до костей."
4447,И в конце концов его кости выкинут с Метсакальмисту на помойку
4448,"сказать, что въедаясь радиацией в кости, но раз лавочка закрыта на"
4449,"ударил по ней каблуком, ломая кости пальцев."
4450,Хрустнули поломанные кости — и парень мгновенно словно сложился
4451,"тебя, как собака около чужой кости."
4452,Вслед за треском ломающейся кости руки раздался вой.
4453,"выглядела как сплошная груда сломанных костей в ошметках кровоточащего мяса, не"
4454,от меня осталось: кожа да кости.
4455,Он же коммерсант до мозга костей и от такого вряд ли
4456,промерзли мы однажды буквально до костей и решили зайти отогреться в
4457,если меня сожрут и даже костей не оставят?
4458,Кость зацепили.
4459,"машину, свалишься в ущелье и костей не соберешь."
4460,"отливала в лунном свете слоновой костью, словно бильярдный шар."
4461,дикого рынка обглодали предприятие до костей.
4462,а они бы там точно костей не собрали.
4463,выигрыш Ивашникова был ему как кость в горле.
4464,"свой авторитет и, чтобы бросить кость недовольным, проиграл в карты Эльчина."
4465,"выразился уездный репортер, разминать свои кости на чужих ребрах 13."
4466,кое-что из продуктов и Проше костей.
4467,"Дорохина, которая иногда одаривала нас костями.)"
4468,Каким чудом мы не переломали кости — не понять.
4469,"тертый-перетертый жизнью человек, до костей обкатанный суровой действительностью, ее буднями"
4470,"круче водки, пробирает до самых костей."
4471,"что-то хрустнуло — может быть, его кость?"
4472,"Нам велено тебе кости переломать, — проговорил ласково Гера."
4473,Видок будет что надо… зато кости целы.
4474,"Другим кости ломают, а мне…"
4475,"как бы все избитое, но кости целы."
4476,Завтра будешь опознавать ее кости!
4477,Едем опознавать кости.
4478,черной выкопанной земле желтели лошадиные кости.
4479,"Эти сволочи фальшивую кость тебе подсунули, а Букву загнали"
4480,"Пойдем, посмотрим, чем питается «белая кость»."
4481,"стали за глаза мыть ему кости: мол, смотрите, и этот туда"
4482,"человек, в чьей анкете, как кость в горле, торчало бы: место"
4483,"страх, И то, что я костьми не лягу На ленинградских площадях."
4484,примеру Конго или Берегу Слоновой Кости?
4485,что он коммунист до мозга костей и что серп и молот
4486,"в народе, имел язык без костей и мог болтать о чем"
4487,многим директорам предприятий он как кость в горле.
4488,"невнимательным, вспыльчивым и до мозга костей ревнивым?"
4489,"как все смертные, человек из костей и мяса."
4490,твоей силищей переломаешь мне все кости.
4491,Пар костей не ломит
4492,"Но все же говорят, пар костей не ломит."
4493,"из красного дерева и слоновой кости, отделанную серебром."
4494,"приклада по кисти, раздробив ему кость, лишил его этой возможности."
4495,"белоснежной кожей, золотом и слоновой костью."
4496,"обороты проникают в мясо до костей, так, что выступает кровь…"
4497,"и золото — как благородная слоновая кость — на резных капителях хрупких, словно"
4498,"непременная для Испании часовня, полная костей и зубов святых."
4499,"она стала гибкой, словно не кости были внутри, а резиновые жгуты"
4500,"с Саньком, тоже худощавый, тонкой кости, со впалой грудью и маленькой"
4501,"Когана вместе с крошками черепных костей, ошметками мозгов и струями крови."
4502,не хрущевский третий — здесь все кости переломаешь…
4503,"не было не то что костей, а даже сухожилий."
4504,"Кинь псу московскому кость, и пусть подавится…"
4505,брезгливость элитарного господина к «черной кости» свидетельствуют об отсутствии у автора
4506,"мгновенно соображающий, киношник до мозга костей, никогда не унывающий, Леонид был"
4507,"череп с зажженной свечой, куриные кости и прочая магическая чушь."
4508,"из главка, был у Михалкина костью в горле."
4509,Кожа да кости.
4510,сейчас тебя здесь на четыре кости поставлю.
4511,не был демократом до мозга костей.
4512,"рука уже не рука, а кость."
4513,малыша отсутствуют мягкие ткани и кости свода черепа.
4514,"жизнелюбивого революционера приотдёрнул мякоть от костей, да и подрезал его тупым"
4515,"самого фильтра окурков, обглоданные куриные кости и кастрюля с холодной вареной"
4516,"желтоватым клавишам, отделанным пластинками слоновой кости."
4517,"Когда тело сгорит до костей, забросают останки землей, разровняют могилу."
4518,"Опорная нога подломилась, хрустнула кость."
4519,"прямо в лицо, в лобную кость."
