,0
1653,о свойствах и строении земной коры до моделей геолого-экономических оценок освоения
1654,"недрах»:  «недра являются частью земной коры, расположенной ниже почвенного слоя, а"
1655,"тектонического и глубинного строения земной коры, автоматизированного создания геологических легенд и"
1656,в т.н. волноводах) верхней коры.
1657,действия на разных глубинах верхней коры и установить закономерности его проявления
1658,"в тонкой верхней оболочке земной коры толщиной всего 15 км, называемой"
1659,В процессе эволюции коры ее слои испытывают непрерывное перемешивание
1660,силой флюидных процессов в верхней коре в принципе в силу своей
1661,"месторождений в любой точке земной коры необходимы флюидные потоки, примерно в"
1662,"является наличие тектонических сил в коре и разломов, связанных с хрупким"
1663,силой флюидодинамических процессов в верхней коре и причиной образования наблюдаемого распределения
1664,"регионов, современные вертикальные движения земной коры и т.п."
1665,Трещиноватая структура верхней коры в континентальных областях
1666,"топтаться у молодых деревьев, до коры которых мыши большие охотницы."
1667,"и океанов, ни толщина земной коры — не меняются."
1668,"Пожар все больше, уже горит кора на деревьях."
1669,"из Своих пальцев, а если кора вдобавок теплая и тебе хочется"
1670,"во двор, лужайку которого покрыли корой асфальта, а сероствольные грабы все"
1671,"Кора переживает, что Гуидо ненавидит своего"
1672,"бодрящие ноты чайных листьев и коры фигового дерева, а также теплые"
1673,и все это покрыто твердой корой.
1674,это засохшее дерево по темно-серой коре.
1675,снимали с бархата амурского пробковую кору.
1676,"задеть древесину, снимали пласты мягкой коры."
1677,лет оголенное место снова покрывалось корой.
1678,"сможет дать ни ценной пробковой коры, ни целебного сока."
1679,"лебедой мешали-тёрли, с древесной корой."
1680,"Липову кору грыз, на снегу лежал…"
1681,Без коры в Лунёве стояли — деревьи все…
1682,ускорением воткнулся в свою клетку коры.
1683,как специалиста по строению земной коры.
1684,с обломанными ветвями и ободранной корой.
1685,"кафедре геофизических методов исследования земной коры геологического факультета МГУ, которой тогда"
1686,"сжатия возникают глубокие трещины, рассекающие кору."
1687,океане нет погруженных участков континентальной коры.
1688,"академик и директор Института земной коры в Иркутске), принимали участие в"
1689,"самых больших трещин в океанской коре — разломе Элтанин, расположенном в юго-восточной"
1690,"этой гигантской трещины в земной коре, и, казалось бы, игрушечная по"
1691,декоративного элемента часто используется обсыпка корой или галькой почвы вокруг деревьев
1692,"альпинариев, отдельных растений, чередуя камешки, кору, гальку — на усмотрение дизайнера."
1693,"Стоит отметить, что кора создает интересный контраст растения с"
1694,"мысли, как личинка в древесную кору; с чем приехал, спрашивали напряженные"
1695,Под корой таких деревьев живут жуки и
1696,"Уверяю вас, напряжение земной коры здесь чувствуешь сквозь асфальт, сквозь"
1697,время у подвоев хорошо отстает кора.
1698,"нужное место, делают Т-образный надрез коры и вставляют подготовленный глазок благородной"
1699,использовании ядерного оружия) на земную кору.
1700,"незнании состава и строения земной коры, не говоря уже о процессах"
1701,Я подошёл погладил кору.
1702,Кора была теплая.
1703,"а так, слегка зацепился за кору."
1704,тополю прямо между двумя складками коры.
1705,"надежно закрыты плотными чешуйками, а кора способна выдержать и более высокую"
1706,"неотвязно крутятся в голове («Дай коры мне, о береза…») вперемежку с"
1707,"ускорять накопление напряжений в земной коре, увеличивая частоту землетрясений, или способствовать"
1708,флюидов в глубокие горизонты земной коры.
1709,"флюидов в глубокие горизонты земной коры при захоронении загрязненных вод, создании"
1710,"энергии, изменению напряженно-деформированного состояния земной коры и взаимодействия физических полей различной"
1711,A. Человек воздействует на земную кору.
1712,"Только там, где березовая кора не отвалилась, жерди оставались белые."
1713,"Кони принялись грызть на стволе кору желтыми выгнутыми зубами, а их"
1714,"устойчивость мира, порождала в земной коре искривления и трещины, смещала материки"
1715,"и среди черных, как гнилая кора, остатков одежды разыскала несколько стеклянных"
1716,"в гроздьях бузины, в зеленоватой коре осин."
1717,"Маски, должно быть, из коры, с прямыми углами и прорезями"
1718,дерева была высохшей (местами омертвелая кора свисала рваными ремнями — виднелась застарелая
1719,"и подивился дымчатой свежести его коры и еще тому, что всю"
1720,"удаления веток, скребки для удаления коры, специальные захваты для бревен, лопатки"
1721,Пахло мокрой грязью и древесной корой.
1722,"власовцам, верность дружбе, скрытая под корой грубости человечность."
1723,корреляции между поражениями определенных участков коры головного мозга и речевыми нарушениями
1724,между «событиями» на уровне клеток коры и «событиями» на уровне порождения
1725,функции могут выполняться разными участками коры.
1726,"сказать, что связь между участком коры и его функциями взаимно многозначна."
1727,"материальной «уловимости», представляется функционирование клеток коры головного мозга."
1728,приложим предикат «состоять из»  (клеток коры и связей между ними).
1729,"Мы знаем, что пораженные клетки коры не восстанавливаются."
1730,обусловленное органическим поражением речевых зон коры головного мозга.
1731,идет по пути усложнения строения коры на микроуровне.
1732,"эту реальность, сквозь жизнь и кору земную."
1733,когда хочется лбом прижаться к коре дерева и тереться об нее
1734,"зайчишек и станет питаться ивовой корой, сможем ли мы тогда назвать"
1735,"здешней бедноты, обдирали с чурбаков кору и складывали к себе в"
1736,"лишенную жизни плоть, будь то кора и береста или одежда выносимых"
1737,Под корой можно увидеть белые веерообразные пленки
1738,"предельный), наличие сухих ветвей, состояние коры и луба."
1739,рубки достаточно очистить пень от коры.
1740,закрасить масляной краской под цвет коры.
1741,Пораженная кора также срезается.
1742,запломбированное дупло окрашивают под цвет коры и на 10–15 дней
1743,"яиц на ветках или на коре ствола, по их зимним гнездам"
1744,"этих вредителей зимуют в трещинах коры, в листовой подстилке или в"
1745,желтеющая и опадающая хвоя; тонкая кора матового цвета (по сравнению с
1746,цвета (по сравнению с глянцевой корой здоровых сосен); буровая «мука» — мелкие
1747,"вокруг входных отверстий короедов, расклевы коры птицами."
1748,березового заболонника — вентиляционные отдушины в коре вдоль маточного хода выглядят так
1749,закономерностей строения и эволюции Земной коры.
1750,но и условий формирования земной коры в целом.
1751,изучения глубинных зон континентальной земной коры с помощью глубоких и сверхглубоких
1752,и в целом всей земной коры.
1753,"почти все типы разрезов земной коры, от архея до мезокайнозоя включительно"
1754,эксперимент по изучению континентальной земной коры путем прямого проникновения в нижние
1755,"проникновения в нижние горизонты земной коры, хотя бы на глубины 20"
1756,и эволюции глубинных зон земной коры.
1757,и водных растворов в земной коре и их совместное поступление в
1758,"общей характеристики в целом земной коры, да и верхней и нижней"
1759,"являются своеобразными каналами в земной коре, по которым происходит циркуляция газофлюидных"
1760,"флюидный режим в разломах, рассекающих кору и отдельные ее элементы (надвиги"
1761,в коровых волноводах в верхней коре рассматривается с единой точки зрения
1762,"также исследования глубинного строения земной коры показывают, что одни и те"
1763,горные породы в пределах верхней коры ведут себя по-разному в зависимости
1764,волноводов в консолидированных породах верхней коры.
1765,"движений являются горизонтальные напряжения в коре и литосфере, которые создаются в"
1766,В коре и ее верхней части есть
1767,"части — плиты, микроплиты, блоки земной коры и надвиги, которые подчиняются некоторой"
1768,что разломные зоны в верхней коре (до глубин 7 км) в
1769,глубоких горизонтов флюидодинамического поля земной коры и мантии.
1770,прослеживается субмеридиональный пояс сокращенной мощности коры (от 40 до менее 35
1771,Средневолжского изометричного расширения зоны утоненной коры устанавливаются современные аномалии глубинного теплового
1772,Контур зоны утоненной земной коры (по изопахите40 км)  (а) и
1773,"верхней мантии и консолидированной земной коре флюидодинамических систем, формирующихся в астеносфере."
1774,Вынос в верхние горизонты коры глубинного флюида по рассмотренным выше
1775,"полей в осадочном чехле земной коры», прямые поиски обосновываются с помощью"
1776,изучения глубинного строения участков земной коры (получение новых данных о параметрах
1777,"программные модули, обеспечивающие районирование разреза коры по комплексу геофизических данных, аналитические"
1778,интерпретационная модель глубинного строения земной коры.
1779,"руды контролируются пластом железистых кварцитов, корой выветривания которых они являются."
1780,"богатые и окисленные руды — метаморфического, кора выветривания — латеритного типа."
1781,"полей в осадочном чехле земной коры»  [1, 2 и др.], причем"
1782,"фильтрационных процессов в трещиноватых породах коры заходит в тупик, и для"
1783,"понимаются трещиноватые насыщенные массивы земной коры различных масштабов, включая околоскважинное пространство."
1784,изучение глубинного строения участков земной коры (получение новых данных о параметрах
1785,"изучение глубинных границ раздела земной коры, региональных структур осадочного чехла и"
1786,"исследования особенностей глубинного строения земной коры, поведения границ ее раздела, картирования"
1787,"изучение глубинных геоэлектрических горизонтов земной коры и верхней мантии, изучения строения"
1788,"целью выделения активных разломов земной коры, зон современного проявления метаморфизма и"
1789,при изучении глубинного строения земной коры на региональных профилях по комплексу
1790,описывающий распределение сопротивления в земной коре.
1791,псевдоплотностных и псевдомагнитных свойств земной коры.
1792,"г), Испании (д), ксенолитов нижней коры (е)"
1793,породы верхней мантии и земной коры (с последующей полимеризацией и поликонденсацией
1794,главе с Эльдаром Шенгелая и Корой Церетели.
1795,"вверх — и белочка вцепилась в кору совсем рядом с едой, но"
1796,"человеку и дана лобная часть коры головного мозга, где, согласно новейшим"
1797,залежей природного газа в земной коре все более склоняются в пользу
1798,"Такова сила взрыва, взламывающая кору слов, смешивающая и коварно путающая"
1799,Ландау женился на молодой харьковчанке Коре Дробанцевой.
1800,где ствол был чист от коры.
1801,"сделал аккуратный надрез, вырезая квадрат коры сантиметров по двадцать с каждой"
1802,"Потом отодрал кору, положил ее рядом, очистил от"
1803,приставил ладони к освобожденному от коры квадрату ствола.
1804,"растер ее на внутренней стороне коры, сорванной с дерева, и приставил"
1805,учетом скрытой теплоты плавления пород коры и верхней мантии.
1806,"процессов теплопереноса в осадочной толще, коре и мантии литосферы."
1807,"Затянуло корой вбитые в деревья тамги, что"
1808,"умерли, стояли сухие, голые, без коры, без хвои, без листьев."
1809,"трав и листья, мухоморы и кора."
1810,"столпившихся односкатных хибар, крытых берестой, корой, дёрном."
1811,"завёрнутые в куски бересты и коры, ступали по льду, по мёрзлому"
1812,"холма, изрытую ямами, засыпанную золой, корой, ветками."
1813,"по острову, разыскивая съестное: осиновую кору, медвежью дудку, грибы, корни папоротника"
1814,"Глодали ветви, кору, выкапывали из-под снега мох и"
1815,"истирались, словно были из сосновой коры, и приходилось их снова резать"
1816,"вылетали гроздья пузырей, царапал ногтями кору ствола."
1817,"черных пятнах проталин, как березовая кора."
1818,рассеяния химических элементов в земной коре.
1819,"в геохимической истории развития земной коры, как сумму составляющих его кластеров"
1820,доставлены флюидами к поверхности земной коры и таким образом сохранились как
1821,"что весьма характерно для базитовой коры, как первичного продукта атомной диссоциации"
1822,резко повышенный кларк в земной коре и уже реально участвуют в
1823,"самых распространенных элементов в земной коре: Si, Al, Mg, Na, S"
1824,и наивысшее распространение в земной коре.
1825,многие процессы энергомассопереноса в земной коре и литосфере.
1826,"успевшие прореагировать с веществом земной коры, диссипируют в космическое пространство, где"
1827,вся геохимическая картина образования земной коры и ее геосфер.
1828,"процессы, происходящие в глубинах земной коры."
1829,"получали из листьев, трав, цветов, коры, ботвы и даже хвороста."
1830,"синий), стеблями травы душицы (черный), корой лиственницы или травой (зеленый), желтой"
1831,руки от налипших кусочков прелой коры: они с Виктором только что
1832,"они сидят, дескать, и на коре головного мозга."
1833,для нас процесс в земной коре и верхней мантии лишь постольку
1834,"многообразных детерминированных процессов в земной коре, верхней мантии и всех других"
1835,"размеров пространственно протяженные области земной коры и верхней мантии, в которых"
1836,"определенных участков верхней части земной коры, предшествуют значительно более длительные этапы"
1837,"о готовящемся разрыве в земной коре, третьи — о факторах, осуществляющих этот"
1838,"модели рассмотрим физико-механические модели земной коры высокосейсмичных участков, включающих очаговые зоны"
1839,"представляется земной шар, где земная кора является оболочкой вечно сжимаемого очага."
1840,"Картирование региональных неоднородностей земной коры, предположительно связанных с очагами землетрясений"
1841,"вертикальные волноводы в атмосфере, земной коре и в толще морской воды."
1842,Геологическое строение отдельных участков земной коры весьма способствует возникновению волноводов ряда
1843,не очень приятной на ощупь коре.
1844,"ель, к ним не приложишься — кора очень уж рельефная…"
1845,"дерево лишается сока, и его кора опадает."
1846,крупных приледниковых озер на земную кору — самостоятельная научная задача.
1847,заметного прогибания локальных участков континентальной коры.
1848,"Я ощутил царапанье заусениц коры, её острые кривошипные извивы, полосканье"
1849,"активизации, выявленной в верхней части коры, в кристаллическом основании (на глубине"
1850,серией локальных активизаций в земной коре и мантии (очаги «возмущений» отмечаются
1851,"по-видимому, сопряженность геодинамических обстановок в коре и мантии."
1852,данные о деформациях в лунной коре.
1853,"весна, и срывал со стволов кору, пахнувшую спокойной душистой памятью, так"
1854,Изучение глубинного строения земной коры и верхней мантии Земли (идеи
1855,"средств проникновения в недра земной коры, но, в значительной степени, и"
1856,этим изучение глубинного строения земной коры и верхней мантии Земли приобретает
1857,проблеме изучения глубинного строения земной коры и верхней мантии Земли во
1858,"проблемой изучения глубинного строения земной коры и верхней мантии Земли, результатам"
1859,"этапом изучения геологического строения земной коры, обеспечивающим решение общих и частных"
1860,которые определили современное состояние земной коры.
1861,"применительно к геологическому строению земной коры, она должна обеспечивать выделение и"
1862,изучение земной коры до глубин в несколько десятков
1863,"или земная, континентальная или океаническая кора, консолидированные породы древних щитов или"
1864,"и динамических границ) в земной коре, генезиса и закономерностей геологической эволюции"
1865,вертикальных и горизонтальных неоднородностей земной коры и верхней мантии с поиском
1866,для изучения глубинного строения земной коры по региональным профилям в настоящее
1867,"реализует построение глубинных разрезов земной коры, вторая — предназначена в основном для"
1868,так и глубинного строения земной коры ФГУ ГНПП «Спецгеофизика» разработана технология
1869,изучение глубинных границ раздела земной коры.
1870,"осадочного чехла и консолидированной земной коры, а в дополнение к этой"
1871,при изучении глубинного строения земной коры ориентируются на разные концепции: геосинклинально
1872,"изучения структуры поля делимости земной коры (литосферы), образованной ансамблем линеаментов и"
1873,целью изучения глубинного строения земной коры.
1874,"полей в осадочном чехле земной коры, а с другой — на теорию"
1875,"Чем мобильнее участок земной коры, тем интенсивнее формируются геохимические аномалии"
1876,е. району главной антигенной детерминанты кора е1.
1877,область е1 экспонирована на поверхности кора.
1878,познание общего геологического строения земной коры и разведку месторождений полезных ископаемых
1879,о свойствах и строения земной коры до моделей геолого-экономических оценок освоения
1880,"комплексного афродизиака входят экстракты из коры африканского дерева йохимбе, плодов американской"
1881,"экстракты плодов американской пальмы сереноа, коры африканского дерева пиджеума и семян"
1882,концентрацию напряжений) вблизи разломов земной коры.
1883,"Кора ствола желтоватосерая, слегка морщинистая, цветет"
1884,"Сегодня травники используют препараты из коры, как наружное сильнейшее средство от"
1885,Настойку делают так: сухой коры берут со спичечную коробку и
1886,выявление различий в строении земной коры в районе крупнейшего месторождения Волго-Уральской
1887,выявление различий в строении земной коры в районе крупнейших месторождений нефти
1888,"когда я лихорадочно обшаривала вишню; кора ее была шершавой, беззащитно-доброй под"
1889,"чехольчике, не пошла бы по коре твоего пиджака."
1890,"и отдавившим на твердых желваках коры желваки своих налитых ядер, не"
1891,говоря уж про ободранные об кору после самого мягкого на свете
1892,"все дерево затрепещет листьями, захрустит корой."
1893,"все дерево затрепещет листьями, захрустит корой."
1894,"ивовый прут, наполовину очищенный от коры (так делали старики — рудознатцы), велел"
1895,"Грустный, чуть внятный запах вишневой коры»,  «пресная сырость талого снега»,  «могучий"
1896,"Люди ели картофельную шелуху, кору…"
1897,"Я уже писал, что кору ели."
1898,"возникает эстетическое чувство, какой участок коры головного мозга в какой-то степени"
1899,"толще и толще, покрывались морщинами коры, плодоносность становилась неполной."
1900,от работы будто покрыты дубовой корой.
1901,"себе сеть из нейронов в коре мозга, организованную в ансамбли, воплощающие"
1902,"деревья, как кость, стоят без коры, и над водой, над ними"
1903,"щитами, щиты — неошкуренными бревнами, мокрая кора лохмотьями свисала с них."
1904,"жуют прошлогоднюю траву, варят березовую кору…"
1905,подобно гигантской улитке обволакивала морщинистой корой остатки железной решетки.
1906,"мало-помалу проходила, пропадала где-то в коре головного мозга, в неразборчивой перекличке"
1907,"небольшой излучины вырезанный из сосновой коры поплавок, и все напрасно — клева"
1908,"Белые черви из-под еловой коры, наверно, не самый лучший для"
1909,"Воздух горчил, словно ивовая кора."
1910,"листья, корни, цветы, луковицы, семена, кора растений."
1911,Это кора вечнозеленого коричного дерева семейства лавровых.
1912,"облетать, но высох сок под корой, и смола, устав и застыв"
1913,выстругивал их ножиком из сосновой коры и пускал их по быстрым
1914,"Когда я дал мадмуазель Коре букет цветов, она немедленно погрузила"
1915,"выше — старые обомшелые вербы, белесой коры осокори, черные дубы."
1916,"лезвие, трещина пробежит по зеленой коре."
1917,"три лучших арбуза, на зеленой коре выскабливая «А. Б.», что означает"
1918,Тихо шуршала кора под ее когтями.
1919,лишь лестная иллюзия заворачивания в коре новой складочки.
1920,"Березна кора гладкая, в баловном малолетстве медвежатки"
1921,затвердела и местами словно взбугрилась корой.
1922,подмена значений «ещё где-то до коры головного мозга»: не к свободе
1923,"болоте, в размолотой щепе и коре: тут вековые катища, гигантские костры"
1924,"брючину и обнаружил лодыжку, поросшую корой, причем такой крепкой, словно дубовой."
1925,как он устал и как кора дерева подросла аж до самого
1926,было сплошь покрыто толстым слоем коры.
1927,Кора-то дубовая!
1928,"рубашку, и майор разглядел, как кора захватывает человеческую грудь, сжимая ее"
1929,показывая в прорехе образование из коры.
1930,"Кора подошла к самой шее, мешая"
1931,"Кора перекрыла ему кадык, и он"
1932,Кора душит…
1933,кадыком Семена и куском толстой коры.
1934,"сначала постреляли всласть, пробивая насквозь кору там и здесь."
1935,"дней «мягких материалов» — меха, кожи, коры дерева."
1936,"наполнена лесковской пестротой: морщинистое, будто кора дерева, изможденное лицо городского,  «окраинного"
1937,"глазу гаммы: платанового ствола, еловой коры, ивовой корзины, охры канадского клена"
1938,под узловатыми толстыми струпьями старой коры — береза услышала ее молитву и
1939,"не трогает до времени его коры, так и тайный яд революций"
1940,"виду нетронутая и невредимая его кора прикрывала уже изъеденное, обреченное на"
1941,"Потрогав грубую кору старого дерева, он нахмурился — несомненно"
1942,лет после «Капитанской дочки» озябшую кору садовых деревьев увеличит — до вселенских
1943,"Это Кора Олимпика, итальянская поэтесса, увенчанная лаврами"
1944,"Например, в языке кора (Мексика, юто-ацтекская семья) для того"
1945,вполне логичное объяснение: говорящие на кора сводят процесс горения свечи к
1946,Его синтезировали из коры ивы.
1947,"Кора тополя такая нежная, мягкая, легкоранимая."
1948,"сабли, кинжалы, колчаны из березовой коры и кожи, наконечники копий и"
1949,с плодородными животами населяли поверхность коры.
1950,"Белая молодая кора наощупь была, как сухая гладкая"
1951,"быстрой игре, то полное переключение коры головного мозга гарантировано."
1952,"так как обусловлено изменениями в коре головного мозга, в эндокринной системе"
1953,"как правило, необратимые, происходящие в коре головного мозга, иногда ведут не"
1954,"Лист, почка, кора, дерево, сук."
1955,возникают возрастные изменения в центрах коры головного мозга.
1956,"Алкоголь воздействует на кору головного мозга, затормаживая восприятие, снижая"
1957,"Известно, что количество поступающих в кору головного мозга сигналов превосходит физическую"
1958,или 4 дня при дубовой коре и других материалах.
1959,звезды должно проникать в проводящую кору.
1960,"и магнитные поля, генерируемые в коре."
1961,"разрабатывается возможность замены некоторых зон коры головного мозга, ответственных за память"
1962,уж там «тектонические разломы земной коры»!
1963,"Сначала я делала мой корс на Women's Studies, потом брала"
1964,"как исчезает, припав к родной коре или древесному листу, приспособленное насекомое."
1965,"зеленовато-белый прутик, кем-то зачищенный от коры, и вода осторожно взяла его"
1966,"них, будто гнилая изоляция, сходила кора."
1967,"двигать толстыми губами в грубой коре, а у сестры дрожал и"
1968,"маленьких крабов, тонкая нитка двуслойной коры побежала, протянув удивительно нежную, живую"
1969,подробностей видно на чешуйках их коры.
1970,"с Инной, Софико Чиаурели и Кору Церетели с Левой Григоряном пригласили"
1971,"Янтры рисуются на шёлке, коре определённых деревьев, меди, золоте или"
1972,"состояние оцепенения, растворения в запахах коры, смолы, и ветер то дул"
1973,"психопатическая немецкая овчарка, завывая, обгрызала кору почти уже засохшего дуба."
1974,"Сосна как сосна: кора, хвоя… но и она не"
1975,"уходит трепетная влага жизни, поверхность коры — дырчата и суха."
1976,"как бы окраску листа (или коры, или цветка)."
1977,"богини земли Деметры была дочь Кора, ее похитил в жены подземный"
1978,Боги пожалели ее и разрешили Коре проводить треть года с матерью
1979,учение элевсинских жрецов Деметры и Коры.
1980,ярму узлом каната из кизиловой коры.
1981,"в одно мгновение разрушат здесь кору планеты, и вся эта горная"
1982,"Нейроны коры, получая информацию, передают ее гиппокампу."
1983,"А что стоит искалечить земную кору, если ее толщина всего тридцать"
1984,"другой, искалеченной и исковерканной, земной коре?"
1985,"показала мне, как тигрицы обдирают кору на деревьях."
1986,и острые кинжалы когтей рвали кору.
1987,"воздействии расплавленного ядра на земную кору», хотя признает несомненным влияние внутренних"
1988,о соотношении его важнейших разделов — коры и подкорки — и многие другие.
1989,этой деятельности по-разному участвуют нейроны коры и глубоких структур мозга.
1990,Совершенно другая картина в коре головного мозга.
1991,написали сценарий триллера под названием «Кора».
1992,Я очень люблю сюжет «Коры».
1993,"Но история Коры Верн — кинозвезды, которая из причуды"
1994,Кто даст деньги на «Кору»?
1995,"рассказать о поисках финансирования для «Коры», хочу поделиться впечатлениями о новой"
1996,"Ты думаешь, им нужна старуха Кора?"
1997,"неким Андреем Шамаевым, который заинтересовался «Корой» и согласился ее финансировать."
1998,Он обещал финансировать «Кору».
1999,"в результате мы все же «Кору» снимем, тогда еще ладно."
2000,Ты хочешь снять «Кору»? — спрашивала Наташа.
2001,"условия — охлаждение планеты, образование земной коры и океанов."
2002,Кора?..
2003,"секретаря было больше похоже на кору старого дерева, которая к тому"
2004,"что трон уже не поможет, Коро!"
2005,"ручейки опыта, сложившегося под ледяной корой «советской власти», вышли на поверхность"
2006,"колонной, одетый гладкой и серебристой корой."
2007,другие эльфийские деревья со снежно-белой корой.
2008,"перемещением вещества под твердой земной корой, и расчеты показали, что именно"
